date,erg_in_contract,sigusd_circulating,erg_price,reserves_usd,reserve_ratio,mint_available,redeem_available
2021-12-31,1392211.213808931,1450140.52,4.980263846652287,6933579.175036516,4.781315382482048,True,True
2022-01-01,1399954.483261574,1450260.52,4.8883430195154265,6843457.725891042,4.718778199858217,True,True
2022-01-02,1401661.961910349,1451346.62,5.209298193376285,7301675.125903841,5.030965742631378,True,True
2022-01-03,1404809.335006712,1455708.95,5.085518358858923,7144183.663873028,4.907700583879098,True,True
2022-01-04,1405050.481745153,1455920.4,4.953753193495678,6960273.310967692,4.780668854538814,True,True
2022-01-05,1405619.003217991,1451247.96,4.904876511884813,6894387.633542868,4.750661378047945,True,True
2022-01-06,1404215.669737934,1438598.44,4.749948182126792,6669951.667785655,4.636423537193363,True,True
2022-01-07,1401949.712099721,1423873.76,4.403922788120673,6174078.284915178,4.336113536438215,True,True
2022-01-08,1401838.260582925,1426464.0,4.325250887758077,6063302.181079536,4.25058198530039,True,True
2022-01-09,1405048.180415501,1438361.19,4.093162180222873,5751090.073467691,3.99836293794029,False,True
2022-01-10,1410640.672942012,1430699.3,4.280708542470887,6038541.579019751,4.220692341863696,True,True
2022-01-11,1410925.681320414,1429771.44,4.197012273377617,5921672.401325454,4.1416916268277495,True,True
2022-01-12,1413097.786702172,1439785.04,4.143534967254769,5855220.091350771,4.06673213617414,True,True
2022-01-13,1418263.070138705,1452722.99,4.344112865053407,6161094.84901969,4.24106652915274,True,True
2022-01-14,1423195.192565401,1446935.05,4.346989073742316,6186613.95188439,4.275668041827026,True,True
