date,erg_price,strategy,regime,sigmausd_ratio,erg_reserves,sigusd_reserves,total_usd,reserve_ratio,interventions,accum_path,window
2021-06-14,9.725225205902712,A_100pct_erg,current,4.7540499013278215,7846.583885603537,0.0,76309.79538450156,0.7630979538450156,0,none,hypothetical_full
2021-06-15,9.423983144982008,A_100pct_erg,current,4.749276399880765,7768.195727927969,0.0,73207.34560691442,0.7320734560691442,1,none,hypothetical_full
2021-06-16,9.332065896503412,A_100pct_erg,current,4.4766646909223855,7768.273409885248,0.0,72494.0393631044,0.724940393631044,0,none,hypothetical_full
2021-06-17,8.803673268785893,A_100pct_erg,current,4.4766646909223855,7690.667581693153,0.0,67706.12460807025,0.6770612460807025,1,none,hypothetical_full
2021-06-18,8.725110318609262,A_100pct_erg,current,4.010585878038292,7690.7444883689695,0.0,67102.59409325541,0.6710259409325541,0,none,hypothetical_full
2021-06-19,7.919696941159744,A_100pct_erg,current,3.7212893563222926,7613.913181855714,0.0,60299.88493659855,0.6029988493659855,1,none,hypothetical_full
2021-06-20,8.005758089423116,A_100pct_erg,current,3.817510436516447,7613.989320987533,0.0,60955.756599277156,0.6095575659927716,0,none,hypothetical_full
2021-06-21,8.028737499238659,A_100pct_erg,current,3.8624930185146917,7614.065460880743,0.0,61131.3328874311,0.611313328874311,0,none,hypothetical_full
2021-06-22,6.301985144282094,A_100pct_erg,current,3.101317431914691,7538.000185519998,0.0,47504.365186742696,0.475043651867427,1,none,hypothetical_full
2021-06-23,5.962957739761697,A_100pct_erg,current,3.331492099670361,7462.694809866635,0.0,44499.7337759737,0.444997337759737,1,none,hypothetical_full
2021-06-24,6.387610977619711,A_100pct_erg,current,3.6936494673229836,7462.769436814734,0.0,47669.26797804266,0.4766926797804266,0,none,hypothetical_full
2021-06-25,6.636644260297375,A_100pct_erg,current,3.8426662374335847,7462.844064509102,0.0,49528.24122621867,0.4952824122621867,0,none,hypothetical_full
2021-06-26,6.108392431091404,A_100pct_erg,current,3.542188414639634,7388.28950602025,0.0,45130.57169728614,0.4513057169728614,1,none,hypothetical_full
2021-06-27,5.977703335757175,A_100pct_erg,current,3.4677254780235933,7314.479755026156,0.0,43723.79003094818,0.4372379003094818,1,none,hypothetical_full
2021-06-28,6.261316281602903,A_100pct_erg,current,3.633593843742134,7314.552899823707,0.0,45798.7291643119,0.457987291643119,0,none,hypothetical_full
2021-06-29,6.15526880878615,A_100pct_erg,current,3.5783781518876396,7314.626045352705,0.0,45023.489544894284,0.45023489544894285,0,none,hypothetical_full
2021-06-30,6.742220817759254,A_100pct_erg,current,3.9445666056639954,7314.699191613158,0.0,49317.31716534102,0.4931731716534102,0,none,hypothetical_full
2021-07-01,6.40510095097124,A_100pct_erg,current,3.7761648920987656,7241.624615219024,0.0,46383.336709516116,0.46383336709516115,1,none,hypothetical_full
2021-07-02,7.043482535154656,A_100pct_erg,current,4.13420794356549,7241.697031465176,0.0,51006.766566006285,0.5100676656600629,0,none,hypothetical_full
2021-07-03,7.491405645877003,A_100pct_erg,current,4.331675934275472,7241.769448435491,0.0,54251.03253214922,0.5425103253214922,0,none,hypothetical_full
2021-07-04,7.403442021578003,A_100pct_erg,current,4.275319015552509,7241.841866129975,0.0,53614.55638532952,0.5361455638532951,0,none,hypothetical_full
2021-07-05,7.197951212666965,A_100pct_erg,current,4.217958310061601,7169.49514170315,0.0,51605.6762494321,0.516056762494321,1,none,hypothetical_full
2021-07-06,6.905903989552586,A_100pct_erg,current,3.9900843468705984,7097.871168288021,0.0,49017.21681841052,0.4901721681841052,1,none,hypothetical_full
2021-07-07,6.912178961836348,A_100pct_erg,current,4.027731960538983,7097.942146999704,0.0,49062.24638082288,0.49062246380822877,0,none,hypothetical_full
2021-07-08,6.728938747473884,A_100pct_erg,current,3.9741774678258865,7027.032995156962,0.0,47284.474600889145,0.4728447460088914,1,none,hypothetical_full
2021-07-09,6.181282459395432,A_100pct_erg,current,3.668030412293011,6956.832232832044,0.0,43002.14505376147,0.4300214505376147,1,none,hypothetical_full
2021-07-10,6.124970782497561,A_100pct_erg,current,3.6700186591551027,6956.901801154372,0.0,42610.82026877519,0.4261082026877519,0,none,hypothetical_full
2021-07-11,6.261829136392632,A_100pct_erg,current,3.7527351302961427,6956.971370172384,0.0,43563.36602679481,0.4356336602679481,0,none,hypothetical_full
2021-07-12,6.2329977563926535,A_100pct_erg,current,3.757571961899057,6957.040939886086,0.0,43363.22056944181,0.43363220569441807,0,none,hypothetical_full
2021-07-13,5.99815915844524,A_100pct_erg,current,3.617299832076401,6887.53940519253,0.0,41312.55756240805,0.41312557562408053,1,none,hypothetical_full
2021-07-14,5.758690431493122,A_100pct_erg,current,3.5016387318920725,6818.732197780716,0.0,39266.96786227387,0.3926696786227387,1,none,hypothetical_full
2021-07-15,5.86450311733666,A_100pct_erg,current,3.6056528065321523,6818.800385102694,0.0,39988.87611493117,0.3998887611493117,0,none,hypothetical_full
2021-07-16,5.4201964613889215,A_100pct_erg,current,3.3356051879499513,6750.67988737548,0.0,36590.01123752194,0.3659001123752194,1,none,hypothetical_full
2021-07-17,5.20134081547353,A_100pct_erg,current,3.2367564493684378,6683.2399202326105,0.0,34761.80857670793,0.3476180857670793,1,none,hypothetical_full
2021-07-18,5.170472363056523,A_100pct_erg,current,3.2414689958933667,6683.306752631813,0.0,34555.852858311824,0.34555852858311825,0,none,hypothetical_full
2021-07-19,4.7523162344836525,A_100pct_erg,current,3.0111354576887086,6616.539849842346,0.0,31443.889744513806,0.3144388974451381,1,none,hypothetical_full
2021-07-20,4.527305840282566,A_100pct_erg,current,2.9984324828743936,6550.439955088435,0.0,29655.845065092144,0.29655845065092146,1,none,hypothetical_full
2021-07-21,4.2777897194252015,A_100pct_erg,current,2.845906373212907,6485.000404893107,0.0,27741.46806252,0.2774146806252,1,none,hypothetical_full
2021-07-22,5.179435879850445,A_100pct_erg,current,3.475398865362284,6485.065254897156,0.0,33588.9796643858,0.335889796643858,0,none,hypothetical_full
2021-07-23,4.885807561966857,A_100pct_erg,current,3.2802289026664053,6420.278804494207,0.0,31368.24673293333,0.3136824673293333,1,none,hypothetical_full
2021-07-24,5.0154076722981005,A_100pct_erg,current,11.600343485254728,6420.343007282252,0.0,32200.637577508867,0.32200637577508867,0,none,hypothetical_full
2021-07-25,5.296002727410906,A_100pct_erg,current,12.249262595417912,6420.407210712325,0.0,34002.49409902112,0.3400249409902112,0,none,hypothetical_full
2021-07-26,5.246205915481327,A_100pct_erg,current,12.16877443869689,6420.4714147844315,0.0,33683.11511642085,0.3368311511642085,0,none,hypothetical_full
2021-07-27,5.568458785036028,A_100pct_erg,current,12.070975339937807,6420.53561949858,0.0,35752.487975033604,0.35752487975033603,0,none,hypothetical_full
2021-07-28,5.226670024987078,A_100pct_erg,current,11.346843274678205,6356.393826606227,0.0,33222.77308053568,0.3322277308053568,1,none,hypothetical_full
2021-07-29,5.410431994639356,A_100pct_erg,current,11.774804203187587,6356.457390544493,0.0,34391.18043836371,0.3439118043836371,0,none,hypothetical_full
2021-07-30,5.264722731187479,A_100pct_erg,current,11.441870408541044,6292.955745567215,0.0,33130.66716004457,0.3313066716004457,1,none,hypothetical_full
2021-07-31,5.417137155490993,A_100pct_erg,current,11.77304989427547,6293.01867512467,0.0,34090.14528521655,0.34090145285216555,0,none,hypothetical_full
2021-08-01,5.283500987165989,A_100pct_erg,current,11.474724597281112,6230.150789258307,0.0,32917.007845239226,0.32917007845239227,1,none,hypothetical_full
2021-08-02,5.185574247141757,A_100pct_erg,current,19.716724342528465,6230.2130907661995,0.0,32307.23255768265,0.3230723255768265,0,none,hypothetical_full
2021-08-03,5.208609177131797,A_100pct_erg,current,19.61251874177721,6230.275392897107,0.0,32451.069587502287,0.32451069587502285,0,none,hypothetical_full
2021-08-04,5.87038152479173,A_100pct_erg,current,22.212750369312676,6230.337695651036,0.0,36574.45930176332,0.36574459301763323,0,none,hypothetical_full
2021-08-05,6.582627756517428,A_100pct_erg,current,24.990700256559045,6230.399999027992,0.0,41012.40396780781,0.4101240396780781,0,none,hypothetical_full
2021-08-06,6.342569279620111,A_100pct_erg,current,31.209090001623576,6168.157679997702,0.0,39121.96741300628,0.39121967413006276,1,none,hypothetical_full
2021-08-07,9.083632616152476,A_100pct_erg,current,43.470889232201046,6168.219361574502,0.0,56029.83857638135,0.5602983857638135,0,none,hypothetical_full
2021-08-08,8.292261272683833,A_100pct_erg,current,40.80881132083128,6106.598233330436,0.0,50637.50803808549,0.5063750803808549,1,none,hypothetical_full
2021-08-09,8.617902086412263,A_100pct_erg,current,43.32404900702273,6106.65929931277,0.0,52626.59191655637,0.5262659191655636,0,none,hypothetical_full
2021-08-10,10.509972160232392,A_100pct_erg,current,12.25132797604899,6106.720365905763,0.0,64181.461035993736,0.6418146103599374,0,none,hypothetical_full
2021-08-11,12.052660751247654,A_100pct_erg,current,12.25132797604899,6106.781433109422,0.0,73602.96489528584,0.7360296489528584,0,none,hypothetical_full
2021-08-12,11.516920107219836,A_100pct_erg,current,8.726582540802381,6045.774075914516,0.0,69628.69701860832,0.6962869701860832,1,none,hypothetical_full
2021-08-13,10.74163115878282,A_100pct_erg,current,8.045950650117998,5985.376188318723,0.0,64292.70336148114,0.6429270336148114,1,none,hypothetical_full
2021-08-14,11.705195780662471,A_100pct_erg,current,8.769655128754929,5985.436042080606,0.0,70060.70070518699,0.7006070070518698,0,none,hypothetical_full
2021-08-15,12.194170358423946,A_100pct_erg,current,6.594537178246446,5985.495896441027,0.0,72988.15664084934,0.7298815664084933,0,none,hypothetical_full
2021-08-16,11.74828295930796,A_100pct_erg,current,8.78205824373741,5925.700193885991,0.0,69616.80260979867,0.6961680260979868,1,none,hypothetical_full
2021-08-17,11.662635313139416,A_100pct_erg,current,8.717576233393718,5925.75945088793,0.0,69109.97142909521,0.6910997142909521,0,none,hypothetical_full
2021-08-18,11.443424126610251,A_100pct_erg,current,8.431778393318943,5925.818708482439,0.0,67811.65677856635,0.6781165677856635,0,none,hypothetical_full
2021-08-19,11.502401559818884,A_100pct_erg,current,8.364804823500528,5925.8779666695245,0.0,68161.8279671159,0.681618279671159,0,none,hypothetical_full
2021-08-20,12.07827113319824,A_100pct_erg,current,8.781770263148015,5925.937225449191,0.0,71575.07652728783,0.7157507652728784,0,none,hypothetical_full
2021-08-21,13.10955093483022,A_100pct_erg,current,9.518759292972073,5925.996484821446,0.0,77687.15275739158,0.7768715275739158,0,none,hypothetical_full
2021-08-22,14.6983060718502,A_100pct_erg,current,10.054866530753728,5926.055744786294,0.0,87102.98113571513,0.8710298113571513,0,none,hypothetical_full
