height,sigusd_balance_raw
1479915,9999969526250
1479915,9999969526250
1479915,9999969526250
1479910,9999968713550
1479908,9999968413550
1479908,9999968413550
1479838,9999967813550
1479831,9999967213550
1479828,9999967053550
1479827,9999966653550
1478844,9999966253550
1477584,9999965833550
1477584,9999965833550
1477579,9999966633550
1477576,9999966933550
1477573,9999967333550
1477572,9999967633550
1477572,9999967633550
1477571,9999968433550
1477008,9999969534550
1476999,9999969334550
1476996,9999968984550
1476994,9999968484550
1476994,9999968484550
1476994,9999968484550
1476989,9999968070050
1476989,9999968070050
1476987,9999967402250
1476987,9999967402250
1476987,9999967402250
1476980,9999966202250
1476978,9999965902250
1476978,9999965902250
1476978,9999965902250
1476976,9999964802250
1476974,9999964402250
1476970,9999964102250
1476942,9999963902250
1476941,9999963602250
1476941,9999963602250
1476886,9999963002250
1476470,9999962602250
1476274,9999962602050
1476158,9999962202100
1476149,9999961923800
1476147,9999961903697
1476113,9999961822197
1476107,9999961781249
1476096,9999961749666
1476066,9999961743141
1476052,9999961740249
1476048,9999961737163
1476019,9999961707392
1475884,9999961607392
1475881,9999962077392
1475875,9999962363338
1475875,9999962363338
1475871,9999962948338
1475863,9999963523338
1475859,9999964093338
1475859,9999964093338
1475858,9999964793338
1475858,9999964793338
1475856,9999965393338
1475852,9999965526857
1475852,9999965526857
1475852,9999965526857
1475852,9999965526857
1475818,9999967126857
1475815,9999967109716
1475640,9999967105879
1475466,9999967063360
1474871,9999967065360
1474859,9999967865360
1474859,9999967865360
1474769,9999968666360
1474766,9999968702070
1474757,9999968738028
1474750,9999968773861
1474740,9999968809099
1474629,9999968839155
1474505,9999968930499
1474493,9999969330499
1474438,9999969730499
1474434,9999970130499
1474427,9999970222881
1474427,9999970222881
1474411,9999970473081
1474406,9999970493801
1474399,9999970530343
1474327,9999970534812
1474319,9999970334812
1474313,9999970134812
1474308,9999970033434
1474295,9999969833434
1474287,9999969433434
1474283,9999969233434
1474277,9999968435127
1474272,9999968378927
1474272,9999968378927
1474272,9999968378927
1474272,9999968378927
1474272,9999968378927
1474270,9999967491870
1474265,9999967241870
1474259,9999966841870
1474258,9999966344370
1474256,9999965944370
1474248,9999965544370
1474179,9999965144370
1474175,9999964944370
1474173,9999964495270
1474138,9999964095270
1474047,9999964128911
1474039,9999964028911
1473933,9999964053911
1473931,9999963668011
1473931,9999963668011
1473931,9999963668011
1473927,9999961668011
1473924,9999961168011
1473920,9999961145075
1473920,9999961145075
1473915,9999960345075
1473836,9999960250288
1473816,9999959830007
1473637,9999958970007
1473634,9999958972650
1473634,9999958972650
1473634,9999958972650
1473633,9999959538782
1473625,9999959858782
1473623,9999960018782
1473621,9999960320465
1473615,9999960622148
1473610,9999960922148
1473608,9999961225310
1473605,9999961535310
1473603,9999961537798
1473603,9999961537798
1473592,9999961881820
1473591,9999962201820
1473591,9999962201820
1473584,9999963034554
1473579,9999963134554
1473567,9999963734554
1473540,9999964054554
1473514,9999964544554
1473511,9999965094554
1473511,9999965094554
1473507,9999966094554
1473506,9999966594554
1473503,9999967094554
1473491,9999967874554
1473489,9999968254554
1473481,9999968804554
1473480,9999969204554
1473479,9999969702054
1473430,9999970302054
1473412,9999970502054
1473384,9999970102054
1473374,9999969952054
1473362,9999969809160
1473357,9999969609160
1473348,9999969949160
1473338,9999970148260
1473335,9999970196360
1473335,9999970196360
1473333,9999970488932
1473332,9999970688932
1473329,9999970889932
1473329,9999970889932
1473327,9999971126732
1473327,9999971126732
1473327,9999971126732
1473325,9999971362581
1473325,9999971362581
1473323,9999971635727
1473319,9999971672727
1473316,9999971886002
1473316,9999971886002
1473314,9999972509102
1473314,9999972509102
1473314,9999972509102
1473303,9999973099102
1473300,9999973099002
1473297,9999973137203
1473286,9999973157899
1473280,9999973195913
1473269,9999973196013
1473262,9999973234471
1473249,9999973273159
1473242,9999973311241
1473235,9999973350586
1473223,9999973388914
1473209,9999973427874
1473201,9999973466439
1473190,9999973505222
1473185,9999973544421
1473175,9999973583428
1473164,9999973623444
1473156,9999973662667
1473150,9999973702094
1473143,9999973741722
1473136,9999973780763
1473131,9999973817856
1473116,9999973820381
1473109,9999973858652
1473106,9999973860778
1473102,9999973895575
1473100,9999973897883
1473098,9999973900191
1473096,9999973935010
1473094,9999973937881
1473092,9999973940752
1473088,9999973977506
1473079,9999974000936
1473068,9999974032592
1473061,9999974072770
1473056,9999974117819
1473053,9999972617919
1473045,9999972650980
1473041,9999972653768
1473039,9999972656556
1473036,9999972690942
1473034,9999972695381
1473020,9999972718131
1473000,9999972758070
1472992,9999972796531
1472990,9999972798900
1472982,9999972839542
1472861,9999972862937
1472850,9999972831663
1472845,9999972831613
1472845,9999972831613
1472840,9999972635304
1472838,9999972215304
1472838,9999972215304
1472836,9999972065731
1472834,9999971869854
1472832,9999971719854
1472830,9999971489855
1472830,9999971489855
1472823,9999970831855
1472823,9999970831855
1472823,9999970831855
1472823,9999970831855
1472823,9999970831855
1472818,9999969910683
1472814,9999969891983
1472812,9999969491983
1472810,9999969489215
1472810,9999969489215
1472809,9999969264716
1472807,9999968644401
1472805,9999968394401
1472804,9999968294401
1472803,9999967594401
1472801,9999966994401
1472797,9999966891549
1472794,9999966641549
1472788,9999966424716
1472786,9999966024716
1472777,9999965874434
1472766,9999965274434
1472766,9999965274434
1472757,9999964474434
1472710,9999963674434
1472710,9999963674434
1472707,9999963674415
1471391,9999963674406
1471332,9999963643806
1471329,9999963543806
1471289,9999963170285
1471289,9999963170285
1471289,9999963170285
1471288,9999962444851
1471278,9999962044851
1471277,9999961544851
1471263,9999961144851
1471260,9999960911351
1471260,9999960911351
1471256,9999960444351
1471253,9999960211351
1471243,9999959977851
1471241,9999959975993
1471238,9999959973515
1471236,9999959971501
1471210,9999959948224
1471145,9999959749859
1470782,9999959736893
1470539,9999959176893
1470411,9999959176793
1470373,9999958976794
1470368,9999958356794
1470359,9999957856794
1469853,9999957416794
1469836,9999957398760
1469821,9999957392887
1469581,9999957349387
1469579,9999957346614
1469404,9999957329582
1469285,9999957329482
1469235,9999957329382
1469233,9999957327447
1468771,9999957277306
1468561,9999957027306
1468545,9999957022201
1468448,9999956997605
1468425,9999956997600
1468283,9999956984868
1468203,9999956814868
1468202,9999956364868
1468122,9999955914868
1468108,9999955604868
1467853,9999955294868
1467539,9999955055768
1465728,9999954947968
1465623,9999954797999
1465519,9999954697999
1465512,9999954597999
1465512,9999954597999
1465496,9999954397500
1465471,9999954248261
1465450,9999954212273
1465432,9999954192234
1464368,9999954181865
1464368,9999954181865
1464356,9999954020322
1464249,9999953965322
1464236,9999953939530
1464146,9999953925573
1463568,9999953912407
1463562,9999953876704
1463482,9999953855024
1463059,9999953755024
1462772,9999953745082
1462407,9999953704581
1462171,9999953647081
1461632,9999953649581
1460248,9999953649681
1460220,9999953650581
1460130,9999953750581
1460078,9999953756252
1460066,9999953791223
1460054,9999953805839
1460052,9999953809316
1460046,9999953844319
1460033,9999953878689
1460031,9999953914992
1459454,9999953938313
1459399,9999954138413
1459197,9999953938413
1459016,9999953986294
1458896,9999954017569
1456344,9999954050565
1456314,9999953820565
1455775,9999954040565
1455680,9999954064565
1455669,9999954564565
1455666,9999954764565
1455575,9999955487565
1455102,9999955488065
1455054,9999955498065
1454864,9999955598065
1454829,9999956058065
1454439,9999956558065
1454427,9999956563311
1454424,9999956568557
1454290,9999956667763
1454286,9999956867763
1454284,9999957927763
1454280,9999958127763
1454274,9999958327763
1454065,9999958327663
1454053,9999958557663
1454045,9999959297663
1454025,9999959927663
1454014,9999960287663
1454012,9999960396163
1454002,9999960996163
1453989,9999961346163
1453986,9999961349584
1453986,9999961349584
1453967,9999961403045
1453909,9999961603045
1453908,9999961823145
1453711,9999962066038
1453694,9999961866038
1453685,9999961776038
1453671,9999961686038
1453664,9999961678860
1453649,9999961278860
1453632,9999961228860
1453626,9999960604854
1453589,9999960594854
1453579,9999960374809
1453574,9999960074809
1453574,9999960074809
1453563,9999959516809
1453560,9999959396809
1453560,9999959396809
1453560,9999959396809
1453556,9999958462809
1453552,9999958222809
1453549,9999957215509
1453548,9999957155730
1453548,9999957155730
1453546,9999956123030
1453542,9999955993030
1453539,9999955922114
1453533,9999955911428
1453531,9999955123228
1453457,9999955003228
1453402,9999954999982
1453394,9999954842105
1453391,9999953401395
1453390,9999952401395
1453385,9999952301395
1453384,9999952131318
1453370,9999951131318
1453366,9999951112596
1453360,9999951075464
1453360,9999951075464
1453305,9999950807874
1453173,9999950581755
1453171,9999950664429
1453169,9999951811335
1453166,9999952958241
1453166,9999952958241
1453157,9999955055139
1453157,9999955055139
1453157,9999955055139
1453154,9999956255492
1453154,9999956255492
1453112,9999957178372
1453061,9999957578372
1452927,9999958208372
1452924,9999958508372
1452914,9999958995612
1452912,9999959629618
1452909,9999959855600
1452907,9999960110600
1452904,9999960110725
1452509,9999960295725
1452129,9999960498225
1452109,9999960513515
1452006,9999960524894
1451918,9999960325813
1451911,9999960310488
1451867,9999960278658
1451477,9999960273658
1451430,9999960593658
1450963,9999960493658
1450375,9999960588658
1450346,9999960611652
1450105,9999960640072
1449845,9999960324672
1449548,9999960424672
1449506,9999960221434
1449485,9999960188786
1449395,9999960171617
1448533,9999960153842
1448467,9999960053842
1448456,9999959853842
1448222,9999959453842
1448209,9999959408066
1448183,9999959379456
1447016,9999959803156
1445756,9999959903156
1445721,9999959702823
1445692,9999959702837
1445690,9999959629925
1445686,9999958679925
1445683,9999958374383
1445679,9999957374383
1445676,9999957322311
1445671,9999956322311
1445667,9999955322311
1445664,9999954322311
1445661,9999953322311
1445658,9999952322311
1445587,9999951322311
1445582,9999951492311
1445571,9999952242311
1445545,9999959547853
1445525,9999959367853
1444963,9999958367298
1444883,9999957822298
1444715,9999957845253
1444565,9999957833316
1444547,9999957803932
1444485,9999957773485
1444434,9999957757251
1444400,9999957727960
1444229,9999957441200
1444210,9999956741200
1444020,9999956722599
1443997,9999956677565
1443979,9999956646563
1443971,9999956604098
1443773,9999956545443
1443431,9999956539558
1443420,9999956372358
1443344,9999957025358
1443332,9999956917578
1443331,9999955857578
1443316,9999955808578
1443299,9999955738578
1443295,9999955558578
1443287,9999955408578
1443267,9999955308760
1443260,9999955098760
1443239,9999955052944
1443236,9999922452944
1443023,9999922395534
1443008,9999922351736
1442998,9999922294301
1442865,9999922272202
1442814,9999922277202
1442775,9999922077202
1442765,9999921877202
1442765,9999921877202
1442765,9999921877202
1442620,9999921308983
1442602,9999921266611
1442587,9999921225095
1442389,9999921165807
1442385,9999920965807
1442356,9999920565807
1442034,9999919939139
1441933,9999919709672
1441926,9999920299672
1441791,9999920589672
1441523,9999920896672
1441406,9999920824804
1441192,9999920275797
1441190,9999920275779
1440949,9999920275797
1440944,9999920275815
1440916,9999920275833
1440905,9999920525833
1440898,9999920925833
1440891,9999921275833
1440876,9999921575833
1440864,9999921630327
1440834,9999921636437
1440763,9999921636412
1440758,9999921691182
1440557,9999921973397
1440557,9999921973397
1440557,9999921973397
1440465,9999921973916
1440459,9999921973830
1440080,9999921973916
1440076,9999921974109
1440076,9999921974109
1439887,9999921974638
1439879,9999921424638
1439512,9999921424808
1439512,9999921424808
1439512,9999921424808
1439509,9999921424933
1439467,9999921424983
1439432,9999921520183
1439429,9999921520356
1439357,9999921693356
1439334,9999921722137
1439321,9999921749031
1439303,9999921804119
1439257,9999921831884
1439087,9999922331784
1439028,9999922372824
1439008,9999922415734
1438993,9999922430434
1438985,9999922443723
1438969,9999922457338
1438712,9999922481955
1438512,9999922481755
1438504,9999922281694
1438128,9999921981694
1438115,9999921939766
1438088,9999921926326
1438031,9999921908377
1438030,9999921908543
1438030,9999921908543
1438030,9999921908543
1438025,9999921908546
1438024,9999921908547
1438015,9999921908548
1438008,9999921865616
1438004,9999921854854
1438003,9999921854855
1437993,9999921854856
1437949,9999921854857
1437949,9999921854857
1437947,9999921854949
1437946,9999921854974
1437945,9999921854990
1437940,9999921855074
1437915,9999921855092
1437635,9999921980092
1437597,9999922180092
1437527,9999922390092
1437497,9999922590292
1437455,9999925190292
1437438,9999925217858
1437435,9999925266083
1437422,9999925273192
1437415,9999925316204
1437405,9999925359713
1437395,9999925387541
1437364,9999925393864
1437299,9999925351554
1437292,9999925143554
1437277,9999924993554
1437200,9999924943554
1437200,9999924943554
1437200,9999924943554
1437149,9999924943509
1437136,9999924444272
1437136,9999924444272
1437134,9999924444251
1437037,9999924444240
1437029,9999924144240
1436901,9999923844240
1436815,9999923844230
1436796,9999923828528
1436766,9999923769419
1436745,9999923753926
1436739,9999923709286
1436728,9999923649447
1436711,9999923607676
1436632,9999923581856
1436629,9999923581846
1436627,9999923581862
1436621,9999923581894
1436498,9999923581910
1436365,9999924031910
1436362,9999924139732
1436314,9999924439732
1436260,9999924649732
1436226,9999924649746
1435807,9999924661298
1435718,9999924961298
1435712,9999925661298
1435700,9999925714750
1435640,9999955714750
1435602,9999955414751
1435377,9999955424751
1435157,9999955426064
1435067,9999955026064
1435023,9999955026224
1435021,9999954848091
1435007,9999954648091
1434958,9999954101534
1434893,9999954065408
1434692,9999953915408
1434560,9999953715408
1434533,9999953687696
1434527,9999953187696
1434520,9999952987696
1434514,9999952587696
1434505,9999952558820
1434503,9999952340520
1434479,9999952201130
1434474,9999952001130
1434456,9999951959252
1434444,9999951944280
1434440,9999951931848
1434437,9999951513948
1434433,9999951454877
1434369,9999951410627
1434327,9999951660627
1434207,9999951960627
1434206,9999952460627
1434002,9999953098627
1433533,9999948148627
1433528,9999948148817
1433525,9999947848813
1433519,9999947848713
1433515,9999947548713
1433116,9999947548902
1433091,9999947748902
1433071,9999947948902
1433065,9999947961426
1433043,9999948015139
1433011,9999947405439
1433009,9999947405221
1432509,9999947405439
1432353,9999947605439
1432309,9999947648719
1432293,9999948148619
1432270,9999948168795
1432224,9999948237471
1432215,9999948290627
1432203,9999948318438
1432191,9999948372749
1431968,9999948391147
1431897,9999949406147
1431601,9999949614147
1431428,9999949612547
1431405,9999949552547
1431397,9999949492178
1431351,9999949372178
1431342,9999949583278
1431319,9999949703382
1431230,9999949737653
1431220,9999949699753
1431184,9999949681340
1431157,9999949381340
1431136,9999948681340
1431130,9999948725064
1431071,9999948767513
1431063,9999948781945
1430797,9999948826262
1430781,9999949131262
1430780,9999951031262
1430768,9999951031423
1430763,9999951031602
1430723,9999951031773
1430695,9999951031943
1430674,9999951032111
1430665,9999951032255
1430455,9999951032425
1430310,9999951034025
1430307,9999951034193
1430301,9999951034360
1430275,9999951034527
1430272,9999951004527
1430253,9999950964527
1430231,9999950964543
1430113,9999950962743
1430092,9999950662743
1430090,9999950662831
1430084,9999950662911
1430082,9999950663071
1430079,9999950586413
1430060,9999950586573
1430033,9999950186573
1430030,9999950186651
1430022,9999950186808
1429665,9999949686796
1429400,9999949694696
1429355,9999949694847
1429345,9999949694747
1429241,9999949694847
1429195,9999949694749
1428601,9999949694904
1428561,9999948652604
1428489,9999948752604
1428485,9999949402604
1428479,9999949365631
1428472,9999949865631
1428468,9999949853370
1428455,9999949835919
1428379,9999949817465
1428372,9999949314691
1428368,9999949285126
1428088,9999949272102
1428082,9999949272260
1428079,9999949272418
1428074,9999949272576
1428064,9999949272734
1428050,9999949272892
1428046,9999949273050
1427910,9999950302854
1427877,9999950257682
1427863,9999950241358
1427840,9999950196250
1427141,9999950153971
1426793,9999949212779
1426731,9999949212579
1426420,9999948970836
1425725,9999948970998
1425690,9999948827015
1425671,9999948780129
1425666,9999953780129
1425663,9999953479829
1425659,9999953464595
1425647,9999953415762
1425628,9999953355322
1425619,9999953306984
1425603,9999953261464
1425568,9999953252336
1425558,9999953237580
1425499,9999953193187
1425005,9999953114263
1424332,9999953814263
1424314,9999953871905
1424298,9999953916999
1424281,9999953933512
1424280,9999954033400
1424275,9999953333400
1424197,9999953368947
1423976,9999953368963
1423785,9999953395759
1423725,9999953656759
1423723,9999953664076
1423720,9999953686725
1423713,9999951626025
1423692,9999951677690
1423684,9999951720609
1423628,9999951734959
1423612,9999951777967
1423592,9999951792912
1423119,9999951821414
1423110,9999951767414
1423099,9999951645414
1423038,9999951806014
1422856,9999951897314
1422561,9999953957990
1422451,9999953976790
1422437,9999954011890
1422424,9999954211890
1422222,9999954225390
1421941,9999954247790
1421925,9999954748290
1421907,9999954870290
1421897,9999955520290
1421893,9999956220290
1421878,9999958430290
1421851,9999958444190
1421839,9999958499323
1421828,9999958528026
1421814,9999958555900
1421733,9999958584784
1421718,9999958598104
1421710,9999958653116
1421561,9999958667070
1421493,9999958586975
1421450,9999958386975
1421442,9999958236975
1421431,9999958226985
1421427,9999958213585
1421418,9999958013585
1421407,9999957992253
1421400,9999957983880
1421395,9999957783880
1421388,9999957772780
1421379,9999957672776
1421377,9999957495120
1421376,9999956890920
1421376,9999956890920
1421374,9999956669598
1421371,9999956655650
1421371,9999956655650
1421360,9999955258060
1421357,9999953958060
1421357,9999953958060
1421356,9999952847676
1421353,9999952636080
1421348,9999950665980
1421345,9999949918189
1421337,9999949671128
1421334,9999949627082
1421331,9999949529008
1421324,9999949283977
1421322,9999949035894
1421294,9999949025282
1421284,9999949102982
1421282,9999949116482
1421275,9999949147882
1421267,9999949347882
1421256,9999949647882
1421237,9999949747882
1421235,9999950747882
1421208,9999952717976
1421195,9999952660706
1421184,9999952630590
1421148,9999952589772
1421142,9999951789772
1421142,9999951789772
1421136,9999951042856
1420989,9999951028164
1420955,9999948865964
1420874,9999930965964
1420840,9999931165964
1420826,9999931775964
1420826,9999931775964
1420813,9999932886264
1420809,9999932985883
1420796,9999933180383
1420794,9999933194383
1420788,9999933464904
1420775,9999933864904
1420766,9999934363904
1420754,9999934379447
1420745,9999934470941
1420711,9999934820941
1420706,9999934859341
1420653,9999936459341
1420628,9999936430430
1420584,9999936474130
1420562,9999936509930
1420321,9999936563230
1420301,9999936763230
1420296,9999936773065
1420293,9999936786529
1420290,9999936823029
1420285,9999938953063
1420282,9999938970251
1420181,9999939254151
1420088,9999939313704
1420038,9999939313882
1420016,9999939303930
1419990,9999938853978
1419973,9999938826321
1419734,9999938768582
1419723,9999938712586
1419691,9999938701505
1419637,9999938719905
1419404,9999939119905
1419218,9999939222405
1419202,9999939279205
1419198,9999939327705
1419181,9999939366705
1419152,9999939563605
1419148,9999939375776
1419145,9999939402241
1418940,9999939413442
1418934,9999939611442
1418831,9999939809442
1418824,9999940008442
1418775,9999940708942
1418747,9999941308041
1418120,9999941907140
1418105,9999941946536
1418092,9999941999843
1418006,9999942037334
1417940,9999942237834
1417788,9999941987834
1417788,9999941987834
1417770,9999942015044
1417507,9999942028275
1417110,9999942328275
1417097,9999942276362
1417082,9999942261917
1417071,9999942221899
1417060,9999942166766
1417038,9999942112499
1416392,9999942080423
1416364,9999941530419
1415425,9999941498000
1415401,9999941808000
1415149,9999942188000
1415046,9999942338000
1415000,9999942558000
1414983,9999942466653
1414954,9999942177087
1414947,9999941955087
1414945,9999941716584
1414933,9999940766584
1414922,9999940566584
1414886,9999940529246
1414885,9999940522567
1414883,9999940322567
1414580,9999940113567
1414554,9999939913567
1414546,9999939859859
1414542,9999939735031
1414536,9999939679209
1414530,9999939636316
1414437,9999939589915
1414434,9999939389915
1414418,9999939189915
1414401,9999938909445
1414399,9999938681006
1414394,9999936804203
1414307,9999936536803
1414272,9999936508003
1414250,9999937558003
1414236,9999939467003
1414224,9999939440278
1414065,9999939403277
1413974,9999938303277
1413912,9999937703277
1413910,9999937473277
1413735,9999935473277
1413729,9999935973276
1413618,9999936378276
1413580,9999936392623
1413573,9999936293144
1413519,9999935892082
1413491,9999935692082
1413484,9999935292082
1413481,9999934691698
1413481,9999934691698
1413474,9999934473169
1413468,9999934273169
1413467,9999933181469
1413465,9999932281469
1413456,9999932225396
1413418,9999932093129
1413400,9999932243129
1413396,9999932643129
1413379,9999932743129
1413367,9999932968967
1413365,9999933468967
1413350,9999933677967
1413350,9999933677967
1413318,9999935071731
1413306,9999935237231
1413285,9999935472763
1413252,9999936272763
1412816,9999936872763
1412805,9999936869263
1412787,9999936668521
1412503,9999936168522
1412498,9999936398522
1411916,9999938398522
1411912,9999938530522
1411679,9999939020522
1411661,9999939048862
1411646,9999939035679
1411637,9999939069251
1411632,9999939101224
1411623,9999939131007
1411616,9999939231007
1411610,9999939232007
1411387,9999939293007
1411376,9999938967411
1411348,9999938717411
1411123,9999938367411
1410875,9999938117411
1410774,9999937627411
1410768,9999937927411
1410767,9999938057111
1410749,9999939057111
1410745,9999939277111
1410666,9999939767111
1410660,9999939775211
1410658,9999940225211
1410655,9999939817689
1410653,9999940158445
1410644,9999940708445
1410636,9999940918445
1410476,9999941128445
1410436,9999941338445
1410234,9999941138445
1410109,9999941638445
1410109,9999941638445
1410031,9999941358445
1410017,9999941640445
1409912,9999941655467
1409894,9999942355467
1409877,9999942489567
1409578,9999942435409
1409401,9999941255409
1409388,9999941234885
1409235,9999941216879
1409196,9999941266879
1409188,9999941327906
1409175,9999941927906
1409174,9999942019056
1409169,9999943499056
1409072,9999943704056
1409067,9999944204056
1409065,9999944804756
1409015,9999944828256
1408990,9999944880716
1408978,9999944905540
1408964,9999944958091
1408658,9999944982324
1408638,9999945033492
1408567,9999945078210
1408509,9999945099210
1408507,9999944099210
1408482,9999943699210
1408438,9999943482210
1408300,9999943434685
1407875,9999943651685
1407594,9999943606439
1407588,9999943206439
1407485,9999943006439
1407450,9999942953112
1407430,9999942924049
1407427,9999942914649
1407370,9999938294649
1406906,9999938269649
1406893,9999938289649
1406882,9999938689649
1406770,9999938889649
1406762,9999938689649
1406758,9999938389649
1406544,9999937980027
1406535,9999938470027
1406527,9999938710027
1406353,9999939110027
1406350,9999938910027
1406345,9999938560390
1406335,9999938310390
1406310,9999938210390
1406305,9999938411390
1406296,9999938553390
1406291,9999939153390
1406283,9999939523390
1406280,9999939743390
1406274,9999940243390
1406231,9999940463390
1406196,9999940592890
1405995,9999940371986
1405932,9999940673986
1405832,9999948573986
1405662,9999949175986
1405603,9999959175986
1405433,9999958629417
1405431,9999959231417
1405422,9999959409017
1405385,9999959809017
1405377,9999960064977
1405327,9999960181617
1404978,9999960209035
1404634,9999960190535
1404349,9999960051653
1404239,9999960090539
1404236,9999959890539
1404229,9999958700539
1404221,9999958200539
1404219,9999957740539
1404213,9999956940539
1404211,9999955540539
1404207,9999954639039
1404204,9999954620046
1404202,9999954609053
1404193,9999953609053
1404123,9999953548188
1404094,9999954548188
1404070,9999955048188
1404048,9999955106783
1403992,9999954106783
1403990,9999954796783
1403927,9999955296783
1403921,9999955254252
1403908,9999953821525
1403890,9999943821525
1403876,9999943084625
1403678,9999942584625
1403617,9999942934625
1403597,9999943934625
1403505,9999953934625
1403495,9999954434625
1403495,9999954434625
1403469,9999955984625
1403458,9999956889625
1403362,9999957619625
1403311,9999957668674
1403303,9999957684184
1403204,9999957732993
1403102,9999956757993
1403092,9999957029893
1403081,9999957030063
1403068,9999957163563
1403044,9999957163663
1403012,9999956863663
1403004,9999956263663
1402999,9999955663663
1402995,9999954563663
1402967,9999954461663
1402935,9999953861663
1402845,9999953737363
1402838,9999953839363
1402804,9999954239363
1402449,9999953739363
1402384,9999953690878
1402378,9999953479478
1402311,9999951679478
1402307,9999951630451
1402275,9999951718657
1402271,9999951737157
1402264,9999951772659
1402235,9999951772859
1402210,9999951940349
1402202,9999952440349
1402184,9999952590349
1402181,9999953090349
1402179,9999953103749
1402174,9999953203749
1402164,9999953763749
1402162,9999954513749
1402157,9999955013749
1402157,9999955013749
1402155,9999956613749
1402147,9999956713749
1402144,9999956868749
1402144,9999956868749
1402142,9999958828749
1402142,9999958828749
1402142,9999958828749
1402138,9999960215149
1402136,9999960715149
1402132,9999960746820
1402123,9999961246820
1402114,9999961046820
1402112,9999960676192
1402098,9999960728592
1402088,9999960771667
1402068,9999960785579
1402058,9999960793468
1402052,9999960840252
1402048,9999960882121
1402048,9999960882121
1402044,9999960631121
1402043,9999961231121
1402036,9999961431521
1402036,9999961431521
1402032,9999962711621
1402029,9999962749565
1402028,9999963549565
1402021,9999963557354
1402013,9999963573303
1402011,9999963614743
1401998,9999963754743
1401993,9999963800243
1401985,9999963853705
1401982,9999963943228
1401980,9999963957537
1401952,9999964000464
1401938,9999964055959
1401927,9999964098466
1401911,9999964154503
1401894,9999964206668
1401881,9999964253334
1401872,9999964299289
1401863,9999964352463
1401696,9999964402202
1401659,9999964383517
1401643,9999964345517
1401631,9999964382582
1401628,9999964682582
1401622,9999964728027
1401441,9999964776199
1401423,9999964686199
1401420,9999964486199
1401420,9999964486199
1401398,9999963488199
1401340,9999963188199
1401335,9999963063231
1401238,9999962813231
1401232,9999962723231
1401220,9999962598231
1401205,9999962418231
1401180,9999962148231
1401161,9999962401231
1401157,9999962681231
1401148,9999962913231
1401147,9999963024231
1401138,9999963294231
1401130,9999963419231
1400988,9999963434231
1400977,9999963383004
1400971,9999963273004
1400967,9999962673004
1400964,9999961873004
1400959,9999961573004
1400944,9999961418004
1400807,9999961375001
1400578,9999961225466
1400546,9999960775323
1400451,9999960775423
1400449,9999960779923
1400447,9999960829923
1400193,9999965429923
1400050,9999965579923
1399904,9999965879923
1399886,9999966430423
1399833,9999966850423
1399763,9999967090423
1399761,9999966870423
1399387,9999966870486
1399363,9999966670483
1399329,9999966270483
1399322,9999966110483
1399310,9999965880483
1399270,9999965866295
1399206,9999965820253
1399203,9999965604487
1399194,9999965530115
1399189,9999965330654
1399187,9999965229473
1399183,9999965097871
1399180,9999964998992
1399161,9999964931054
1398427,9999964899672
1398411,9999964865660
1398365,9999964858355
1398261,9999964858322
1398225,9999964593922
1398221,9999964370222
1398107,9999964352085
1398091,9999963852085
1398032,9999962852085
1398024,9999961852085
1398013,9999961801290
1398000,9999961780414
1397992,9999961750431
1397862,9999961741102
1397784,9999961539802
1397687,9999961504699
1397661,9999961470813
1397641,9999961439230
1397610,9999961406719
1397460,9999961394225
1397433,9999961134225
1397390,9999961165425
1397387,9999961365425
1397387,9999961365425
1397384,9999962665425
1397381,9999963665425
1397314,9999964065425
1397303,9999964255425
1397301,9999962356425
1397296,9999962626425
1397163,9999962625425
1397151,9999962672407
1397149,9999962689286
1397104,9999962689352
1397094,9999962709500
1397083,9999962740688
1397066,9999962773454
1397006,9999962782770
1397004,9999962982970
1396992,9999963282970
1396989,9999963482970
1396985,9999963487353
1396983,9999963613365
1396982,9999963640211
1396977,9999963931211
1396973,9999964081211
1396973,9999964081211
1396968,9999964731711
1396958,9999965736711
1396936,9999966736711
1396922,9999966772597
1396898,9999966802855
1396868,9999966902955
1396865,9999966938975
1396862,9999966950744
1396847,9999966986587
1396424,9999967017463
1396362,9999966617463
1396307,9999966117463
1396304,9999965969642
1396291,9999965879642
1396290,9999965079842
1396286,9999965064301
1396283,9999964264301
1396271,9999964130034
1396271,9999964130034
1396261,9999963915785
1396167,9999963907715
1396166,9999963607715
1396049,9999963287715
1396026,9999963252521
1395902,9999963243159
1395824,9999962843303
1395646,9999962831172
1395644,9999962941172
1395627,9999962959012
1395623,9999963169012
1395621,9999963469012
1395619,9999963769012
1395440,9999963809212
1395436,9999963989212
1395431,9999964027212
1395268,9999964437212
1395262,9999964591398
1395249,9999964613424
1395243,9999965113424
1395239,9999965133424
1395233,9999965523424
1395232,9999965553424
1395226,9999965875624
1395224,9999965925624
1395219,9999965960624
1395215,9999966154624
1395212,9999966187898
1395204,9999966337898
1395202,9999966347898
1395201,9999966447898
1395194,9999966482845
1395187,9999967282845
1395186,9999967316109
1395184,9999968326109
1395171,9999968348217
1395168,9999968395449
1395154,9999968432584
1395152,9999968502584
1395142,9999968549697
1395137,9999968551197
1395134,9999968598197
1395121,9999968632999
1395119,9999968654899
1395106,9999968703039
1395104,9999968705727
1395100,9999968739944
1395096,9999968809944
1395087,9999968844723
