height,erg_balance_nano
1188031,1552327949028186
1188026,1552468178105353
1188021,1552774097422872
1187786,1553004693490495
1187783,1553119773395525
1187686,1553701891584238
1187057,1553701054978912
1186707,1553692694323492
1186699,1553310196592992
1186673,1552356502388539
1186640,1552293153044539
1186640,1552293153044539
1186064,1550819262325134
1186062,1548692341393134
1186033,1535349794833134
1186022,1533265093333134
1185918,1533264233162034
1185659,1535555291891630
1185649,1535865784350391
1185636,1536141505104742
1185624,1536527850700362
1185559,1536944297771458
1185542,1537074547177883
1185537,1537475614722923
1185531,1542819395861297
1185531,1542819395861297
1185531,1542819395861297
1185142,1544985609579578
1185124,1545090676869686
1185033,1545627789144358
1184964,1548200237468672
1184953,1548345489796196
1184926,1548475651047564
1184923,1549123274706894
1184916,1550086589586782
1184916,1550086589586782
1184869,1551983264055916
1184730,1543828547329516
1184566,1544661090453516
1184562,1544941512828732
1184547,1545031617115316
1184539,1545156822043514
1184529,1545422108214010
1184518,1545934111901482
1184492,1546084385241528
1184484,1546139489477053
1184465,1545931770557053
1184434,1546262474440510
1184408,1546221930764470
1184347,1545224125981350
1184282,1544992614352650
1184274,1545137793466674
1184260,1544106119566674
1184241,1544502107732668
1183966,1544572174447821
1183918,1544235459116421
1183800,1544102859261734
1183787,1543990659385244
1183785,1543883559427621
1183783,1543756059616101
1183753,1543001260608357
1183633,1542843160614681
1183592,1542695260695273
1183482,1542744260693313
1183480,1543094990119943
1183478,1543415653035289
1183470,1543846751453840
1183466,1543851941057482
1183463,1543729541220017
1183453,1544145567634782
1183450,1544002767659834
1183398,1544414136422616
1183396,1544342736599346
1183380,1544608340870838
1183375,1544613531261552
1183373,1544480931367494
1183339,1544902249023671
1183337,1544825749094602
1183321,1545121427935826
1183317,1544988828120319
1183280,1545369946461703
1183278,1545375133290780
1183253,1545655724012106
1183196,1546046817464878
1182928,1546131887786098
1182921,1546422441974998
1182910,1546803465760611
1182859,1547068943840611
1182641,1547329420000611
1182617,1547710358569743
1182613,1548221907979017
1182611,1548246944361217
1182611,1548246944361217
1182611,1548246944361217
1182611,1548246944361217
1182550,1552028831133250
1182546,1552073899211979
1182546,1552073899211979
1182544,1554000248056031
1182542,1554290114050284
1182336,1555274382933683
1182327,1555575089434617
1182321,1555244442052617
1182202,1532785431292617
1182077,1531725500842617
1182018,1531976245486466
1182006,1532091377621231
1182004,1532955961318624
1181999,1533921963431579
1181999,1533921963431579
1181993,1535890135055627
1181909,1535928717729127
1181889,1536239277384664
1181873,1536846406618326
1181868,1537802384952705
1181858,1537922446516103
1181851,1538696222194978
1181840,1539505419625483
1181789,1540188201765344
1181775,1539933201789569
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181719,1539800607084655
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181717,1528733608390561
1181289,1518074609648323
1181287,1518546082150757
1181287,1518546082150757
1181280,1520480399060650
1181278,1520414099172812
1181260,1520664580789561
1181249,1520734628800557
1181225,1519714628816877
1181159,1519541228976905
1181032,1519454529169206
1181006,1519493457287806
1180980,1519367047463806
1180950,1519254847660365
1180945,1519173248003732
1180939,1519091648280144
1180931,1519402253799049
1180928,1518744353987545
1180926,1518749533986934
1180916,1518994938402421
1180913,1519370782933591
1180907,1519238183103845
1180905,1519110683290142
1180890,1519642292804058
1180885,1519647430087652
1180883,1519545430259454
1180863,1519911690167204
1180861,1520267788954612
1180835,1520109689089426
1180798,1520274885843710
1180784,1520126986041320
1180774,1520242185406535
1180769,1520247315879023
1180767,1520723752621768
1180760,1520626852753920
1180758,1520529952940258
1180743,1520886158422944
1180653,1521041426972779
1180630,1521085583338459
1180616,1521908940138459
1180613,1521051989178459
1180553,1522157252190459
1180544,1522337617057378
1180537,1522342734003416
1180535,1522256034272382
1180510,1522612051029606
1180508,1522662125284595
1180506,1522504025374957
1180460,1522729672486501
1180456,1522985252012532
1180453,1522801652144480
1180401,1523147710081898
1180382,1522794280516639
1180368,1523039759431605
1180365,1522912259565715
1180359,1523067504693309
1180258,1522914504819244
1180189,1522812504829646
1180180,1522695205032688
1180178,1522567705199365
1180136,1522908597623349
1180129,1522913990634244
1180127,1522817090641053
1180119,1523052664232463
1180117,1522976164363929
1180087,1523412134483416
1180082,1523572485190095
1180078,1523480685289650
1180066,1523595877885445
1180050,1524032166401852
1179983,1524187464662189
1179978,1524132821806139
1179783,1524131364663311
1179354,1524412078657697
1179331,1524517171847267
1179298,1524642248679455
1179293,1524652674210515
1179229,1524616504000715
1179225,1524731650516096
1178570,1524906999027061
1178441,1524869457362797
1178440,1525295875483860
1178433,1526257797532642
1178431,1527183230222714
1178429,1527442735591506
1178427,1527700558974620
1178425,1527955838528156
1178423,1528207747159982
1178321,1528455506430446
1178224,1528469506430166
1177756,1528469601880705
1177688,1527893301925835
1177678,1527983373447849
1177641,1528193383607159
1177586,1528554276384929
1177534,1529262680228481
1177308,1529563602632247
1177266,1529126868212247
1177189,1530147701480247
1177075,1530342988725244
1177061,1529797288760169
1176871,1529726455431369
1176852,1529629555644957
1176747,1529527555661528
1176736,1529430655697494
1176725,1529349056040080
1176690,1529247056452242
1176646,1528958153345442
1176572,1528805153498442
1176023,1529050556480620
1176014,1528759861312195
1175998,1528673161318785
1175979,1528290662917623
1175965,1528209063002329
1175957,1528122363011780
1175837,1527954063693511
1175799,1527714363841177
1175780,1527520564820960
1175769,1527183966433474
1175764,1527179072473592
1175757,1526816972709863
1175753,1525847978775803
1175750,1525429781393735
1175743,1524460787459675
1175733,1523491787584370
1175545,1523338787957818
1175543,1522961388121582
1175538,1523166838169462
1175514,1525026810387958
1175505,1525337724982354
1175499,1525343023179251
1175486,1525744129039734
1175480,1526140374581936
1175474,1526461341667492
1175463,1526842406787263
1175450,1527248689146003
1175446,1527298754013872
1175248,1526527594743872
1175248,1526527594743872
1175231,1527690471651460
1175137,1528227681074033
1175126,1526356321261169
1175119,1526342721262529
1175023,1526346956793129
1175008,1526582514334315
1174985,1527142793943722
1174973,1528033752011961
1174970,1528671909558203
1174744,1529636755675774
1174738,1594810019075774
1174705,1601670018389774
1174670,1601805212642922
1174647,1602262031979322
1173784,1602422288096630
1173404,1602980515863230
1173331,1603090457038849
1173323,1603093506643942
1173317,1603146175193625
1173310,1603517136541776
1173300,1603913287086831
1173293,1604123792916033
1173253,1605392711224033
1173238,1533485647294033
1173232,1533575788557282
1172590,1533936949075408
1172466,1533989456117963
1172464,1533992451940311
1172458,1533995404344944
1172449,1534085527116597
1172256,1534441604223122
1172138,1534501667743453
1172130,1534601800319266
1172081,1534972990599003
1172035,1535068109085302
1172020,1535428614148590
1171989,1536481773257962
1171978,1536551852386996
1171931,1536892770147643
1171874,1537113149141918
1171867,1537449057350809
1171779,1537534120803385
1171773,1537619182393969
1171601,1537975104247089
1171497,1538565465655089
1171494,1538618310123201
1171483,1538924025992333
1171471,1538999056341762
1171428,1539179268832401
1171402,1539394547069419
1171358,1539464577272041
1171234,1539579649915953
1171232,1540535672134026
1171232,1540535672134026
1171193,1542039129396880
1171187,1542199444461211
1170750,1542510118935494
1170703,1543682502147494
1170659,1544267107808820
1170471,1544372163179146
1170160,1544557455994445
1170128,1544477228299997
1170056,1548529764185213
1170042,1548580221864818
1170037,1556189860717943
1170026,1552364070931943
1170024,1551905071027507
1170022,1551792871831818
1170015,1548864306481818
1170009,1547839308609318
1169589,1548154863148249
1169587,1549000045497809
1169396,1549047750091885
1169389,1548480886628719
1169385,1547342544268279
1169257,1547252829365417
1169253,1547342877730717
1169031,1546980778583340
1169028,1547065814845746
1169024,1546754714876502
1169020,1546687048080582
1168970,1546518749481330
1168968,1546688917675701
1168964,1546377819581459
1168954,1546224819596759
1168927,1545949420763803
1168915,1546034460140067
1168904,1546104491223826
1168894,1546179529218390
1168888,1546264572279351
1168733,1546369643809338
1168656,1546655236376549
1168643,1547006038467594
1168477,1547161217352614
1168448,1547401703361920
1167905,1547664542430320
1167853,1547465643149408
1167853,1547465643149408
1167792,1547197528897208
1167713,1546593987517508
1167588,1546502188340046
1167569,1546497510808542
1167459,1546227211015594
1167453,1546224193613781
1167445,1545867194268275
1167436,1545530595329395
1167415,1545295997882527
1167413,1543492964282527
1167404,1543146164471574
1167400,1540894687871574
1167392,1540547888345095
1167366,1540160288378813
1167352,1535190187491283
1166855,1532335009723932
1166785,1532338257657489
1166767,1537238257657489
1166710,1537473886410429
1166625,1538091712485029
1166612,1538447764232169
1166607,1538451032927756
1166605,1538489429448728
1166599,1538649699010740
1166407,1538845013832598
1166386,1539808172258198
1166375,1539903256447932
1166366,1539906519623199
1166276,1540167126468642
1166233,1539185379895842
1166230,1539223419525728
1166217,1539488963438035
1166208,1539564026624241
1166203,1539602091623346
1166193,1539942965221575
1166181,1540273768949135
1166175,1540619690269697
1166171,1540945521534474
1166115,1541080649553089
1166105,1541668526959029
1166092,1541949337747433
1165893,1542648340502091
1165844,1537791198422091
1165596,1537794538443080
1165588,1537889588318913
1165517,1537989652308360
1165350,1538084640840488
1165343,1537457825218088
1165337,1537454525888585
1165335,1537549581023449
1165332,1537279281032099
1165330,1537075449971815
1165328,1537290659331488
1165324,1536938759561184
1165322,1536897961544166
1165318,1536183961769154
1165312,1536294026887897
1165310,1536384068713069
1165306,1536042369046544
1165303,1535721070714734
1165298,1535806112575582
1165296,1535891154882824
1165290,1535564758307511
1165277,1535493359161484
1165275,1535663523660863
1165271,1535260628479709
1165265,1534934228963140
1165263,1534801629856163
1165259,1534956764054623
1165250,1534625265570169
1165229,1534288669324524
1165091,1534120369346235
1165027,1534195399890023
1165020,1534191946205941
1165018,1534054246211036
1165015,1534050804456778
1165013,1534185910789079
1165011,1534224152070380
1165005,1534035452077362
1165003,1534120496918537
1164999,1533748196936777
1164996,1533833240558422
1164992,1533501740731414
1164988,1533296758584936
1164986,1532965261004066
1164974,1533045297740635
1164971,1532698499343223
1164961,1532793543947110
1164959,1532883591703085
1164956,1532541895668584
1164954,1532626940843225
1164939,1532489242945660
1164928,1532142444968360
1164925,1532104680964282
1164912,1531752781521468
1164904,1531390682172282
1164895,1530982682412358
1164879,1530885782422850
1164872,1535758391021050
1164560,1601162737539050
1164553,1602686662039050
1164542,1602872044406626
1164450,1603012269259693
1164348,1604200148035693
1164257,1604168859693793
1164251,1604207437170981
1164140,1604452912759650
1164122,1604698331013066
1164116,1605039182806823
1164063,1605294652085570
1163960,1605384705814747
1163952,1605564901827311
1163942,1605770364283303
1163548,1605875443241700
1163244,1540957610123100
1163189,1536157610891100
1163137,1534911585286500
1163117,1534908654252240
1163074,1534699554268132
1162617,1533678968138800
1162608,1533597368145002
1162270,1533367872090701
1162217,1532464500930701
1161877,1532423578781519
1161621,1531823508628283
1161261,1531822912137077
1161258,1531685212154290
1161240,1531613812163215
1161218,1531486312756850
1161212,1531170112780882
1161203,1530808013302898
1161186,1530466315464217
1161175,1530119518504154
1161033,1529986923727719
1161025,1529629923784839
1161003,1529283126300959
1160987,1528941427508493
1160960,1528788430854661
1160951,1528701730909999
1160951,1528701730909999
1160951,1528701730909999
1160570,1526580137623804
1160294,1526591775123804
1160280,1526505075137590
1160266,1526102180509343
1159922,1525811485279365
1159786,1587595144467525
1159772,1587780326763366
1159716,1588000559511096
1159706,1588105725358560
1159579,1588346328670735
1159479,1588606964493876
1159369,1588692064239921
1159361,1589058139705085
1159349,1589143240455085
1159237,1589433958856674
1159226,1589594216244774
1159223,1589940202690871
1159221,1590225888044792
1159170,1590386144517097
1158791,1590491271819984
1158776,1590486794907384
1158742,1589888221248984
1158664,1590058555148166
1158624,1590789833522412
1158605,1590965179066432
1158526,1591220669178905
1158508,1591576846778995
1158498,1591666957468296
1158474,1592002904152070
1158461,1592353897320728
1158432,1592524167752106
1158426,1592639317752106
1158420,1593005394904485
1158411,1593266032290577
1158396,1593536812127152
1158386,1593877704625089
1158374,1594213543993793
1158356,1594398818609286
1158205,1534028280426486
1158099,1534193435360602
1157840,1534690082191296
1157771,1536757527842112
1157620,1536750154348608
1157608,1536905350710693
1157602,1537251234400677
1157414,1537316272608891
1156599,1537270873122891
1156595,1535198992920891
1156585,1536005594397249
1156097,1537051803246364
1156086,1536954903255473
1156084,1536832503266979
1156058,1536258896579325
1156056,1535922296610966
1156044,1536137505470517
1156036,1535821307316335
1156003,1535653009203777
1155999,1536224772140790
1155997,1536299804677245
1155987,1535978506928804
1155984,1536073556194736
1155974,1535721656261322
1155964,1535339156385863
1155958,1535232056454625
1155950,1535150459258760
1155937,1534742459373918
1155932,1534385459549483
1155927,1534048860003669
1155785,1534002961387834
1155774,1534082994337699
1155761,1534173036344009
1155754,1534268084542097
1155737,1534353128262447
1155524,1535287863921375
1155516,1535543436959742
1155375,1535793816105507
1155370,1535589821022723
1155366,1535590098754710
1155346,1535528901570302
1155344,1535126005033953
1155338,1535366274874423
1155330,1535034774971503
1155321,1534616575196809
1155312,1534290175300457
1155306,1533928076678655
1155297,1533565977466549
1155295,1532923381272532
1155285,1532561283872487
1155283,1532641325282453
1155274,1532345525507357
1155266,1532440568753728
1155206,1532545624631038
1155104,1536049056178038
1154450,1536179154325014
1154429,1536115654941054
1154390,1535860655741989
1153925,1535376155769121
1153914,1535651123740861
1153896,1537585594998307
1153822,1533743129283307
1153560,1533554429302177
1153349,1533634547034760
1153347,1532361257778760
1153338,1532167463153997
1153338,1532167463153997
1152854,1529525387947797
1152485,1529585459458014
1152483,1529375352067836
1152477,1529018352097110
1152464,1528875555984878
1152454,1528640956259041
1152370,1528283956468386
1152368,1527814757104078
1152365,1527772188421794
1152361,1526803193452785
1152356,1525834198483776
1152356,1525834198483776
1152353,1524411306432894
1152347,1524339910311257
1152273,1523784015960647
1152260,1523442317330159
1152249,1523182220943538
1152238,1521627343143538
1152226,1521438643173730
1152187,1521396253642474
1152180,1521353809331811
1152176,1521311352535691
1152159,1521107352655729
1152154,1520719752697696
1152152,1520677065876814
1152152,1520677065876814
1152137,1519427566962075
1152129,1519249066965645
1152122,1518886969940814
1152120,1518874203899544
1151811,1518741605497860
1151765,1518740959359786
1151746,1518368659737227
1151737,1518077959883278
1151713,1517766860700747
1151711,1517830213359347
1151692,1517763950181347
1151689,1518617048021347
1151537,1518117627027847
1151532,1518104489680846
1151365,1517762795110096
1151363,1518294914099454
1150887,1518640677366009
1150782,1519994794140789
1150780,1520037503404470
1150773,1520080633416150
1150771,1520185496851215
1150751,1520410879915585
1150738,1520766937847004
1150729,1524910344804490
1150721,1525356745556792
1150716,1525466938732857
1150711,1525509504848586
1150700,1525850281746128
1150689,1525955303895580
1150651,1527246950837442
1150647,1527289337596472
1150639,1527831686471778
1150634,1528057178107513
1150628,1528070613534463
1150620,1528511972931265
1150607,1528853052553060
1150605,1528895123862079
1150605,1528895123862079
1150595,1530304777138578
1150531,1530505202226819
1150518,1530715512141047
1150413,1530981057614355
1150377,1530454376534355
1150285,1530123162061425
1150157,1530080950297785
1150153,1530196114295482
1149836,1530326212919179
1149649,1530297640934179
1149454,1530380795240029
1149452,1530422715778886
1149452,1530422715778886
1149334,1531940081717721
1149330,1532381379262726
1149196,1532451466882738
1149194,1532492715618313
1149191,1532094915713149
1149188,1532214990207759
1149176,1532174654372350
1149174,1531943667611334
1149172,1531903338805353
1149170,1532003399398894
1149164,1531467901535876
1149158,1531567960804674
1149155,1531673024899933
1149148,1531341528098164
1149124,1531681125298652
1149122,1531756160918429
1149118,1531541960932138
1149093,1531169661051548
1149089,1531057463781199
1149074,1531192557534254
1149072,1530631558723797
1149069,1530726607000085
1149032,1530604208035847
1149002,1530425708061194
1148996,1530201308093059
1148994,1530306366515724
1148984,1529995268423983
1148902,1530085307640599
1148894,1530200372664658
1148888,1530300432648098
1148782,1530385471734578
1148749,1531822620082440
1148584,1532485000425239
1148580,1532525351733269
1148565,1532583869135042
1148530,1531650066387242
1148525,1531558266400278
1148523,1531653315854365
1148517,1531393215891300
1148515,1531433442089441
1148509,1530984643909659
1148507,1531069679925792
1148503,1531028882399941
1148501,1530687185151625
1148496,1530782238166329
1148493,1530887295912268
1148485,1530443601457625
1148483,1530205545619118
1148481,1530310606625044
1148476,1529831206763652
1148473,1529926259400656
1148467,1529886351585068
1148454,1530026453146695
1148436,1530012420074609
1147959,1530052351618573
1147939,1530451188777223
1147822,1530490920555123
1147822,1530490920555123
1147820,1532389278384272
1147820,1532389278384272
1147818,1534358482668583
1147801,1535360788886068
1147699,1535746954082083
1147694,1535786546675827
1147632,1536252758651203
1147538,1536559269317287
1147534,1536319569344134
1147532,1535573842593484
1147530,1535733982324399
1147526,1535591183427351
1147524,1534841486872667
1147507,1534688488942672
1147503,1534445212035171
1147501,1534027012076135
1147492,1533987585213045
1147486,1533610186123819
1147484,1533365549699065
1147469,1533268652769898
1147460,1533059552776992
1147455,1532814752795597
1147452,1532568397339382
1146858,1532415399161315
1146853,1532068599207093
1146832,1531686102658590
1146830,1531646488852451
1146817,1531253793115547
1146762,1531161994064512
1146754,1530743794107587
1146732,1530488794133852
1146705,1530449263711793
1146699,1529664589128143
1146680,1529231089603433
1146665,1528444905058805
1146665,1528444905058805
1146642,1526506905233225
1146637,1526492421234529
1146625,1526099721269872
1146610,1525829422026061
1146603,1525192910478991
1146588,1525106210490002
1146585,1525066784009869
1146572,1524810445259869
1146568,1524478945837147
1146563,1524050546218170
1146561,1523691331650882
1146561,1523691331650882
1146559,1522856769718258
1146547,1522438570847466
1146367,1522203971603541
1146353,1522170252598581
1145588,1522128103842381
1144859,1516891117842381
1144851,1517051218003075
1144827,1517341651750222
1144807,1517793325308620
1144686,1518069128859117
1144425,1517311659519117
1144382,1517471771181393
1144363,1518325615291393
1144344,1518520898662332
1144337,1518961995715986
1144331,1519222385971648
1144327,1519553029443296
1144319,1519898713784209
1144312,1520199266995590
1143905,1520514969041808
1143902,1521367134416070
1143889,1521275334442827
1143882,1521235989054111
1143878,1521196604848001
1143875,1521110088757036
1143855,1521070683534918
1143839,1520978883600060
1143837,1520856483974443
1143731,1520956517784097
1143724,1520864717812893
1143706,1520825660232296
1143704,1520642060307809
1143641,1520937946984076
1143632,1521088037743701
1143629,1521924219901701
1143621,1522084323699494
1143608,1522224621988446
1143308,1522465093773434
1143208,1521777012687434
1143140,1521776991886829
1143137,1522072399047411
1143133,1521919399069547
1143119,1522370832095966
1142963,1522531108691218
1142946,1522821994275130
1142940,1523253536125004
1142693,1523664954931666
1142620,1522747560607666
1142612,1522660860801160
1142403,1522487460919905
1142389,1522448672843649
1142386,1522361972944066
1142382,1522792963514774
1142380,1522670563572359
1142366,1523117171242916
1142364,1523030471252967
1142355,1523100582776148
1142327,1522957782812103
1142319,1523258601623299
1142003,1523378796697831
1141996,1523417598931680
1141699,1524212152814254
1141509,1524367450141376
1141290,1522674507752576
1140684,1522666106129876
1140557,1522686414669876
1140555,1522648124198204
1140548,1522229924247552
1140538,1521949426525824
1140533,1521935064925824
1140530,1521671790685824
1140527,1521391290685824
1140525,1521353269043062
1140517,1521190074749898
1140506,1520904474754468
1140471,1520623979395659
1140463,1520333282331674
1140461,1520067011078853
1140459,1520029250000886
1140450,1519860953212347
1140447,1519846620825481
1140382,1519474321007991
1140380,1519183621036480
1140378,1519146035167554
1140279,1518977735313373
1140236,1518855335370958
1140032,1518615635519030
1140027,1518339448917699
1140016,1517911048931408
1140012,1517569348950111
1139889,1517222548972307
1139880,1517095049161405
1139869,1516942049174426
1139867,1516809450264046
1139857,1516600350299644
1139854,1516437150460672
1139825,1516772945342647
1139727,1516668353012647
1139664,1516630912305462
1139635,1517042676994462
1139610,1517393840881530
1139607,1517276540904313
1139599,1517416778965309
1139596,1517289279111095
1139588,1517304009100311
1139577,1517115309262536
1139544,1517077693652301
1139514,1517484194684987
1139466,1517639508584449
1139459,1517677145440265
1139444,1517947827893077
1139242,1518223467506931
1139118,1518222644926299
1139086,1518598749583859
1138843,1518614556035219
1138761,1518643299186378
1138655,1518628836620658
1138443,1517226598046658
1138437,1517093998046658
1138406,1516956301913458
1138324,1516619704875306
1138227,1516634366291236
1138225,1516596811019214
1137706,1516117411064757
1137620,1513810722408572
1137583,1511832701504972
1137570,1511756201623292
1137297,1511608301721539
1137197,1511570897822894
1137156,1511836509538875
1137147,1511776182600225
1137145,1512590172513815
1137145,1512590172513815
1137142,1514530207815107
1137142,1514530207815107
1136916,1516524601733777
1136857,1516719882537105
1136855,1516607682949118
1136845,1517003778219016
1136828,1516917078471936
1136678,1516916255891304
1136676,1516839756074748
1136671,1517085214457918
1136668,1516896514605190
1136630,1517322634438377
1136623,1517337310918377
1136617,1517642921958377
1136503,1517520522274002
1136091,1517087022543297
1135795,1517124447496756
1135565,1517134313150328
1135563,1517097229348273
1135552,1516724931218195
1135365,1516250634158705
1135358,1516287733228130
1135355,1517770834641776
1135354,1518082148638896
1135353,1519059803671267
1135351,1519300927751573
1134691,1520290845518221
1134685,1520326311795738
1134628,1520526677230648
1134626,1521334060407545
1134619,1521735234152234
1134615,1522151383395850
1134613,1522167143922251
1134608,1522202467031954
1134603,1522618588152300
1134600,1522653699198403
1134596,1522989428663509
1134596,1522989428663509
1134593,1513770444896776
1134545,1513955670425740
1134537,1513963787883340
1134529,1514159044976991
1134484,1514530161102388
1134446,1514620234862388
1134297,1514639679304538
1134270,1517819234484906
1134265,1516828674719423
1134244,1517851197227339
1134181,1517886563432364
1134175,1518307626312364
1134149,1518477937348685
1134042,1518843722036147
1134016,1518878871879897
1134009,1518913922192397
1134001,1519295007138569
1133949,1519465228450167
1133653,1519480963434268
1133643,1518676738261228
1133628,1519063542295172
1133627,1519531912559627
1133625,1515129035231627
1133605,1513661409455627
1133577,1512264190577231
1133567,1511532361708367
1133552,1510067356720367
1133552,1510067356720367
1133514,1510791100757278
1133497,1510678901438173
1133494,1510561601447792
1133489,1510641634908587
1133484,1510625843528053
1133482,1510590908447320
1133477,1510478710724825
1133475,1510578765607575
1133465,1510231968431203
1133463,1510307001044703
1133452,1510123401048375
1133450,1510088728881465
1133448,1510168768368020
1133444,1510138169268297
1133439,1509765870489123
1133436,1509532929198994
1133433,1509498093634477
1133431,1509028895477222
1133426,1509148983514276
1133423,1508797084394942
1133420,1509187905086217
1133413,1508800308582426
1133407,1508285211664114
1133405,1507918011772041
1133401,1508018067447011
1133399,1507885469626851
1133390,1507985525852596
1133388,1508085582772615
1133385,1507830587180430
1133382,1507596185574128
1133380,1507836477323867
1133375,1507474379036820
1133372,1507168381553932
1133358,1507133408669182
1133347,1507233467674962
1133287,1507343537436005
1133278,1507349696045105
1133270,1508305494383105
1133263,1508340489516677
1133251,1508445554232349
1133245,1508550614613243
1133243,1508585528217772
1133240,1508620137056981
1133231,1508740210219542
1133223,1508975535411163
1133221,1509080604623288
1133219,1509114837604675
1133219,1509114837604675
1133214,1509063362867665
1133213,1510246957916665
1133211,1510337003005609
1133207,1510707862787629
1133205,1510847390070795
1133201,1511002506093457
1133183,1511062997326811
1133172,1511063798104019
1133151,1511144940858506
1133151,1511144940858506
1133147,1512782306229706
1132838,1512816169058488
1132732,1512815302957516
1132727,1512849080706169
1132717,1512789240708563
1132712,1512899289943931
1132702,1512516789959231
1132700,1512154690165932
1132692,1512304791550388
1132689,1512192591554989
1132683,1511928759180424
1132680,1512083866963907
1132677,1511747267177993
1132674,1511730426672473
1132672,1511764573464520
1132670,1511909675212530
1132664,1511685278706744
1132662,1511840387626737
1132653,1511381394768499
1132651,1511415388225973
1132642,1511560488658314
1132640,1511715595290005
1132634,1511378995373499
1132627,1511539113295328
1132620,1511714266755109
1132602,1511748036002852
1132575,1511472639020696
1132561,1511049339566289
1132557,1511015779840335
1132554,1510663880064230
1132551,1510646495562463
1132543,1510612797994754
1132535,1510209898252845
1132532,1510450160897424
1131611,1510093161754551
1131425,1510223361433173
1131378,1510558992838199
1131091,1510729214104455
1131078,1510904354474164
1131071,1511079571787593
1131032,1511264913199462
1131020,1511282468087219
1131007,1511618479197663
1131001,1512139903852423
1130825,1512245031567257
1130813,1512415162842331
1130720,1512635390413224
1130719,1513509360755662
1130717,1514473177564456
1130714,1514506897652261
1130705,1515018194611696
1130697,1515153348510512
1130694,1515639542504718
1130688,1516599547191118
1130682,1516734631116426
1130673,1516454131142793
1130665,1516634280661267
1130648,1516794409777625
1130642,1516974549825922
1130629,1517079600465702
1130606,1517169654317402
1130583,1517264699538488
1130308,1517540048380726
1130079,1516763222551726
1130075,1516948385991020
1130070,1516981870919748
1130059,1517162202411630
1130021,1517347495952204
1129999,1517858968182321
1129993,1518049220813211
1129986,1518082612863556
1129954,1518262848445171
1129934,1518433127247442
1129928,1518789053261458
1129802,1518864122139310
1129469,1518897404087912
1129454,1516997372159912
1129396,1519031876530663
1129387,1519252097536012
1129360,1519402190725137
1129353,1519403100660135
1128901,1519402153584933
1128733,1519401194758005
1128731,1519368426551611
1128728,1519483485673854
1128726,1519136685680513
1128724,1518800090344963
1128718,1518885122898352
1128514,1518859623717023
1128278,1518867354349023
1128237,1518717438079323
1128235,1518912617017478
1128218,1518458724455629
1128216,1518491517933926
1128188,1518323217937696
1128181,1518282417938398
1128179,1518382463664200
1128170,1518035663678766
1128168,1518185766729007
1128166,1517828766737683
1128164,1516987271313525
1128158,1517237554765034
1128148,1517150855948950
1128143,1517300954768747
1127342,1517142859185658
1127340,1517227890063015
1127338,1517195486917834
1127316,1517042489323104
1127314,1517010104537734
1127314,1517010104537734
1127309,1516976886186341
1127309,1516976886186341
1127294,1516903241624061
1127292,1517008292321115
1127259,1516824692329671
1127250,1516641092330847
1127248,1516751149976658
1127232,1516582853261308
1127171,1516383954465763
1126841,1516183932465763
1126833,1516030932466972
1126826,1515622932630258
1126815,1515245537242873
1126804,1515056839059779
1126803,1515000741426812
1126114,1514031744408721
1125962,1512813946569721
1125639,1512814906789401
1125582,1512697609225533
1125530,1512732013090520
1125510,1511256058930064
1125507,1511290253909873
1125500,1511111755105986
1125498,1511286897804873
1125496,1510909500359639
1125493,1510875970497408
1125490,1511041095343916
1125481,1510612695500712
1125467,1510214895856244
1125465,1510181467271768
1125451,1509804070904470
1125399,1509615370915415
1125391,1509447073914261
1125382,1508518873981463
1123694,1508233282686274
1123369,1508229331267474
1123354,1508414616634391
1123344,1508594969660060
1123309,1508975710929535
1123217,1508992117866537
1123190,1509921649278324
1123187,1510297304785007
1123148,1510472437060475
1123141,1510557473483632
1123134,1510657519772503
1123132,1511330704906670
1123124,1511131777509470
1123124,1511131777509470
1123094,1512203576892390
1123079,1512775117676649
1122321,1513724660097123
1122298,1513879986768851
1122283,1514255894423738
1122234,1514351036081576
1122195,1514551252681889
1122188,1514711449271342
1122182,1514901908164094
1122175,1515092330883221
1122165,1515468370595248
1122159,1515653562645209
1122159,1515653562645209
1122158,1517018066761873
1121721,1517986421437900
1121705,1517987371050256
1121692,1518729879908256
1121645,1519767106934805
1121624,1520138091975682
1121614,1520134071849682
1121613,1521089337169239
1121435,1521907351526482
1121393,1521918981866087
1121367,1521918012744299
1121364,1521917044695449
1121363,1521915109211585
1121310,1521650915664149
1121310,1521650915664149
1121291,1521653730644569
1121276,1521652768380445
1121276,1521652768380445
1121047,1521079128377551
1121014,1521314593625120
1121000,1521665273699759
1120983,1522026222596530
1120981,1522768965363232
1120960,1523731381305493
1120960,1523731381305493
1120908,1525112354640985
1120888,1525538171287369
1120885,1524992477484844
1120880,1525167620858300
1120876,1524632125175429
1120872,1524812273136065
1120861,1524434873807613
1120691,1524610017005467
1120688,1524304017033313
1120681,1524404057053587
