height,erg_balance_nano
1489678,1504567279241832
1489298,1504282577310705
1489157,1502512636670265
1488945,1502455522991585
1488679,1502375700800863
1488663,1502411751855936
1488656,1502668070020006
1488617,1502800290305023
1488604,1503978150141967
1488399,1504449657032367
1487767,1504439687605274
1487538,1503518264893274
1487173,1503353431363274
1485674,1503483990743389
1485668,1504122834244003
1485666,1504440186343324
1485661,1504755517375844
1485590,1504977150610492
1485502,1505029234426947
1485500,1505346590563969
1484847,1505985440021882
1484845,1505773280822067
1484843,1505746760940908
1484833,1505479521181159
1484230,1505457089589402
1484035,1500651787069362
1483413,1499831625469362
1483401,1499831435709215
1483398,1499831119442303
1483398,1499831119442303
1483395,1499831515568084
1483395,1499831515568084
1483390,1499831381495931
1483382,1499831413422326
1483365,1499831437615287
1483297,1499409949461687
1482702,1499408400169321
1482687,1496061751306792
1482685,1496031151448966
1482683,1496000551591140
1482662,1495786352586357
1482176,1495786473723001
1481738,1496284951235272
1481475,1496302429241272
1481336,1496303441617491
1481335,1496905577725491
1481333,1496931626133524
1481328,1497527186915225
1481322,1502356318501385
1481316,1504776722893385
1481313,1507201439089385
1481309,1509631004717777
1481309,1509631004717777
1481301,1514490874109777
1481293,1517527894599777
1481290,1519959068015777
1481245,1522390241431777
1481245,1522390241431777
1481217,1527256773647777
1481207,1529693486219777
1480825,1534592360787777
1480822,1537045279885553
1480211,1532050281299345
1480211,1532050281299345
1480202,1532050300005605
1480201,1532050312340032
1480182,1532050324674459
1480138,1532050292069751
1479958,1532050259540727
1479915,1532052393331036
1479915,1532052393331036
1479915,1532052393331036
1479913,1542354486853162
1479910,1535874467653162
1479908,1539677381467162
1479908,1539677381467162
1479838,1547246122759162
1479831,1554632479387162
1479828,1556611873508762
1479827,1561560358812762
1479682,1566508844116762
1479296,1565310045527699
1479159,1564516763477699
1479115,1564225043727049
1478994,1564188323827737
1478993,1563598175985870
1478989,1563598167227490
1478989,1563598167227490
1478982,1563598149710730
1478970,1563449229932185
1478844,1563322750025357
1478758,1569302327884157
1478753,1569269687900454
1478745,1569235008064668
1478731,1569202368317570
1478725,1569169728529809
1478722,1569135048633042
1478713,1569102408713926
1478707,1569071808748936
1478691,1569012648958679
1478682,1568977969035771
1478673,1567582609094257
1478614,1566211729314443
1478605,1566181129616853
1478599,1566146449860080
1478583,1566083209926833
1478577,1566050569944887
1478570,1566019970098249
1478560,1565960810178132
1478399,1565959812478582
1478381,1565822226948082
1478356,1565821228472412
1478076,1565821219740222
1478072,1565739788295222
1477863,1560528649095222
1477836,1560471529185943
1477818,1560430729337538
1477779,1560371569529919
1477733,1560075677933919
1477725,1560020598114969
1477722,1559800278238424
1477695,1559747238262033
1477680,1559694198409257
1477646,1559645238528360
1477644,1559590158834520
1477624,1559535079140680
1477613,1559500399369911
1477599,1559445319408605
1477584,1559396359509855
1477584,1559396359509855
1477579,1550111219541855
1477576,1546629292053855
1477573,1541986722069855
1477572,1538521772991855
1477572,1538521772991855
1477571,1529281908783855
1477280,1516565545667595
1477068,1515887796467595
1477008,1515635050823312
1476999,1517847933355312
1476996,1521758709595312
1476994,1527345532795312
1476994,1527345532795312
1476994,1527345532795312
1476989,1531977009228112
1476989,1531977009228112
1476987,1539475512743524
1476987,1539475512743524
1476987,1539475512743524
1476980,1552949912591524
1476978,1556310761243524
1476978,1556310761243524
1476978,1556310761243524
1476978,1556310761243524
1476976,1564575223607524
1476974,1569056355143524
1476970,1572416627555524
1476942,1574656809163524
1476942,1574656809163524
1476941,1569879687289524
1476941,1569879687289524
1476886,1576574484181524
1476882,1581033582965524
1476859,1572894472565524
1476847,1572845512813899
1476726,1572808792871302
1476641,1571809617322882
1476602,1571768817555256
1476531,1571758828852736
1476470,1571726189102048
1476274,1571728335755788
1476263,1575928008411078
1476158,1575824275635078
1476149,1578714597109734
1476147,1578924407550116
1476113,1579779192982946
1476107,1580210432167047
1476096,1580541423073290
1476091,1580609537248923
1476066,1580574857305425
1476052,1580604903134014
1476048,1580636942516621
1476019,1580946030157447
1475927,1581975669019447
1475895,1581922629293752
1475884,1581913876010752
1475881,1576987822883752
1475875,1573990833123214
1475875,1573990833123214
1475871,1567889366181514
1475863,1561921440710014
1475859,1556005410242614
1475859,1556005410242614
1475858,1548775536206614
1475858,1548775536206614
1475856,1542578501318614
1475852,1541199464816596
1475852,1541199464816596
1475852,1541199464816596
1475852,1541199464816596
1475818,1524677751248596
1475815,1524847908160934
1475733,1524885949459188
1475640,1524865970845233
1475466,1525270128166241
1474931,1525250955234401
1474871,1525240198753001
1474859,1517705572993001
1474859,1517705572993001
1474841,1510196198377481
1474769,1514358473977481
1474766,1514015757077017
1474757,1513668960738605
1474750,1513322162323317
1474740,1512979443110674
1474656,1512685683797037
1474629,1513448637918030
1474505,1512551037952319
1474493,1508637335896319
1474438,1504747917592319
1474434,1500805888912319
1474427,1499898088946997
1474427,1499898088946997
1474416,1497434454675045
1474411,1496185705974659
1474406,1495979668970440
1474399,1495614510758790
1474327,1495569632874076
1474319,1497577686390076
1474313,1499595627714076
1474308,1500623538761056
1474295,1502661402309056
1474287,1506757198629056
1474283,1508815180989056
1474277,1517029689608379
1474274,1517607982651539
1474272,1517348902892079
1474272,1517348902892079
1474272,1517348902892079
1474272,1517348902892079
1474272,1517348902892079
1474270,1526521587421564
1474265,1529106732606564
1474259,1533242964902564
1474258,1538412735456064
1474256,1542569334896064
1474248,1546725934336064
1474179,1550882533776064
1474175,1552994952980064
1474173,1557738390302646
1474167,1561984032150646
1474151,1561943232403196
1474138,1561894272519086
1474138,1561894272519086
1474047,1561494432785570
1474039,1562523508441570
1473933,1562256291289570
1473931,1566248918634556
1473931,1566248918634556
1473931,1566248918634556
1473931,1566248918634556
1473927,1586445747817834
1473924,1591644358227834
1473920,1591882828884562
1473920,1591882828884562
1473915,1600241563268562
1473836,1601231937463633
1473816,1605647122917124
1473637,1614713668651524
1473637,1614713668651524
1473634,1618944464941585
1473634,1618944464941585
1473634,1618944464941585
1473633,1613265125797901
1473625,1610054940671501
1473623,1608465463084301
1473621,1605468473290931
1473615,1602471483497561
1473610,1599505745267561
1473608,1596508748156617
1473605,1593444151985617
1473603,1593419676061897
1473603,1593419676061897
1473592,1590035328702440
1473591,1586917925060840
1473591,1586917925060840
1473591,1586917925060840
1473584,1579842830548078
1473579,1578868641910078
1473567,1573052012146078
1473548,1569949809605278
1473540,1570379250819193
1473514,1565634303557593
1473511,1560360155744593
1473511,1560360155744593
1473507,1550770796084593
1473506,1545976116254593
1473503,1541181436424593
1473494,1533738207784993
1473491,1539887399476993
1473489,1536278893089793
1473485,1531056054897793
1473481,1539206094617083
1473480,1535426188001083
1473479,1530724929147433
1473454,1525055069223433
1473430,1528529316223433
1473412,1526636933887433
1473384,1530309176167433
1473374,1531684929322433
1473370,1533008290541563
1473362,1538037303619799
1473357,1539904415103799
1473348,1536600770906599
1473348,1536600770906599
1473348,1536600770906599
1473338,1543900814764171
1473335,1543436214648685
1473335,1543436214648685
1473333,1540610248224819
1473332,1538687858916819
1473329,1536755857662279
1473329,1536755857662279
1473329,1536755857662279
1473327,1534680051157816
1473327,1534680051157816
1473327,1534680051157816
1473325,1532413083178304
1473325,1532413083178304
1473323,1529787618428691
1473319,1529431976406711
1473316,1527391984276827
1473316,1527391984276827
1473314,1521431983826091
1473314,1521431983826091
1473314,1521431983826091
1473314,1521431983826091
1473303,1516746300904671
1473300,1516747224427663
1473297,1516380029612829
1473286,1516180116411668
1473280,1515812919831221
1473269,1515811949123843
1473262,1515438634480412
1473249,1515061237953015
1473242,1514687923653973
1473235,1514300329041399
1473223,1513920893857227
1473209,1513533302855341
1473201,1513147752319876
1473190,1512758113087497
1473185,1512362355234147
1473175,1511966596650643
1473164,1511558601736331
1473156,1511156722879900
1473150,1510750764618007
1473143,1510340727584237
1473136,1509934775190357
1473131,1509547179069546
1473116,1509520664649890
1473109,1509118790053980
1473106,1509096355508883
1473102,1508729161310509
1473100,1508704686288424
1473098,1508680211266339
1473096,1508310975653685
1473094,1508280380423479
1473092,1508249785193273
1473088,1507858110832070
1473079,1507607196132664
1473068,1507266518890671
1473061,1506831999975138
1473056,1506342402892289
1473055,1522081330050523
1473053,1519084331423563
1473049,1518723251865747
1473045,1515570830685747
1473041,1515540231282146
1473039,1515509631878545
1473036,1515132231917191
1473034,1515083272230634
1473020,1514832352458349
1473017,1514389678549526
1473016,1511192879715560
1473000,1511099837909828
1472993,1510671446653544
1472992,1508673447830024
1472990,1508646931198402
1472987,1508192018179240
1472982,1505577951979240
1472939,1505314798193983
1472898,1504621999913983
1472865,1503585431033983
1472862,1502026992343455
1472862,1502026992343455
1472861,1496011878943455
1472854,1496366879187541
1472850,1492934477187541
1472845,1492935047546806
1472845,1492935047546806
1472843,1495174380685864
1472840,1451753358289864
1472838,1456567967381464
1472838,1456567967381464
1472836,1458282575775888
1472834,1460527983359306
1472832,1462247486606306
1472830,1464884046788352
1472830,1464884046788352
1472823,1472426934365192
1472823,1472426934365192
1472823,1472426934365192
1472823,1472426934365192
1472823,1472426934365192
1472818,1483038654315886
1472814,1483254074631612
1472814,1483254074631612
1472812,1486358237567612
1472810,1486390281395290
1472810,1486390281395290
1472809,1488989200206593
1472807,1496170293763506
1472805,1499064425598506
1472804,1500222078332506
1472803,1508325647470506
1472801,1515271563874506
1472797,1516462232864480
1472797,1516462232864480
1472794,1519176816033191
1472788,1521699349673011
1472786,1526352762465011
1472786,1526352762465011
1472777,1527819553118654
1472766,1534834043258654
1472766,1534834043258654
1472757,1544232750506654
1472710,1553677738058654
1472710,1553677738058654
1472707,1553677961991079
1472146,1553678068064333
1472124,1551667611344333
1472103,1551630891347695
1471986,1551463271177695
1471843,1551418391508487
1471750,1551385751817123
1471393,1551196031818087
1471391,1550278000927387
1471370,1550655525047311
1471339,1546882483235311
1471332,1544806229783311
1471329,1546064449235311
1471329,1546064449235311
1471289,1550705099462284
1471289,1550705099462284
1471289,1550705099462284
1471288,1559968151394922
1471282,1565075743226922
1471280,1564585918316922
1471278,1564096097996922
1471278,1564096097996922
1471277,1570022270126922
1471275,1575155012678922
1471263,1574665308638922
1471260,1577676300917902
1471260,1577676300917902
1471260,1577676300917902
1471256,1583209822265862
1471253,1586214367023902
1471243,1589225359302882
1471241,1589249404363623
1471238,1589281473072189
1471236,1589307536986254
1471236,1589307536986254
1471219,1589570013432188
1471210,1589537373537942
1471208,1592079513816024
1471205,1590446646816024
1471194,1590407886919959
1471187,1590375247181747
1471179,1589879527314820
1471172,1589842807336831
1471166,1589810167475576
1471153,1585814516171576
1471149,1583816435032016
1471145,1583749115301120
1471127,1583911268777058
1471119,1583874549031849
1471107,1583841909048936
1471098,1583807229216720
1471085,1583772549347826
1471050,1583737869453869
1471025,1583705229594652
1470978,1583664429720214
1470976,1583631789884173
1470969,1583599150048132
1470942,1583560390274556
1470928,1583525710546080
1470906,1583491030759686
1470826,1583490032881078
1470782,1583436993116874
1470778,1589952096464074
1470778,1589952096464074
1470627,1589919303593203
1470539,1589908963761403
1470411,1589910088076203
1470383,1592196988177646
1470379,1592196979612706
1470376,1592196971047766
1470373,1592196962482826
1470372,1599389401356026
1470368,1599389392468777
1470368,1599389392468777
1470359,1605189737512482
1470141,1610294048970882
1470090,1610234889013852
1470087,1610202249280411
1470080,1608204240040651
1470065,1608171600363747
1470050,1608136920471572
1469963,1608094080618779
1469963,1608094080618779
1469855,1608094063089569
1469853,1607296433452769
1469836,1607494763838623
1469821,1607558825749972
1469683,1608031281592012
1469678,1608031183082701
1469581,1608031084573390
1469579,1608061138511330
1469530,1608245732334262
1469404,1607544368094262
1469352,1607545501283452
1469343,1607339677115452
1469337,1605354545567452
1469336,1605064865767340
1469321,1604277860185340
1469307,1604224820457406
1469304,1603884140532038
1469285,1603539380542022
1469272,1603540527898582
1469267,1603540429348832
1469235,1603495549380610
1469233,1603517588740515
1469211,1604088687213377
1469107,1604054007526269
1469065,1603358463406269
1469023,1603358364778253
1468804,1603358266241113
1468771,1602255376451113
1468746,1604882747141113
1468561,1603797668433999
1468545,1603849748828118
1468448,1604100217191784
1468434,1604100266749253
1468425,1604009117764253
1468283,1604135310901023
1468203,1605808706941423
1468202,1610228062315423
1468122,1614647417689423
1468108,1617673072776423
1467853,1620683974424023
1467539,1622964369853195
1466180,1623963839952823
1466174,1623488994252823
1465897,1623985569361045
1465877,1624033643604178
1465864,1624085733779708
1465864,1624085733779708
1465728,1624874378855949
1465623,1626227939662225
1465519,1627130900686225
1465512,1628039752490225
1465512,1628039752490225
1465496,1629861991268727
1465471,1631225031457710
1465450,1631553719604382
1465432,1631736061478632
1464368,1631830167987412
1464368,1631830167987412
1464356,1633313880603654
1464249,1633818562204154
1464236,1634048963097554
1464146,1634173033556795
1463881,1634289273917040
1463784,1634325316690397
1463612,1635589248286782
1463568,1636081758693982
1463562,1636396600827420
1463482,1636586850781379
1463059,1637446499823379
1462775,1637534637871241
1462772,1637483638167194
1462407,1637844465254495
1462171,1638352122911645
1462137,1638329754492695
1462049,1638284874609061
1461988,1638242034986650
1461923,1638205315081184
1461632,1638074755180091
1460967,1638073881249395
1460816,1638109076124537
1460248,1638578402141832
1460220,1638570622481064
1460152,1637713479659064
1460132,1637745512057515
1460130,1637779546665985
1460078,1637730590499183
1460066,1637424593656075
1460054,1637296073665843
1460052,1637265474764194
1460046,1636957435260471
1460033,1636653476980079
1460031,1636331157342164
1459454,1636123080049441
1459399,1634316867766627
1459301,1636089954914627
1459288,1643432467714627
1459267,1650774098514627
1459197,1656887008078389
1459016,1656458609427402
1459005,1656187291591638
1458987,1663609047191638
1458938,1671029920791638
1458896,1678392249191638
1458629,1678094409209211
1458628,1678093285378311
1458033,1678093285003701
1458020,1678042285240749
1458005,1677989245328225
1457776,1677948445328413
1457703,1677891325630142
1457093,1677848485670267
1457012,1677362043896267
1456344,1677313084183834
1456314,1679356150581234
1456269,1677316150601634
1456145,1677126872771634
1456132,1677077913028797
1455775,1677024873201006
1455680,1676801559443886
1455669,1672295752793886
1455666,1670502218453886
1455638,1664018591814786
1455590,1663999112163336
1455575,1663999110243747
1455102,1663994675461227
1455054,1663906744433427
1454864,1663027434155427
1454829,1659070647095427
1454715,1654784932985427
1454559,1654746206237427
1454439,1662196479837427
1454427,1662151604100705
1454424,1662106728363983
1454290,1661258092767858
1454286,1659570490323858
1454284,1650626197370658
1454280,1648938594926658
1454274,1647252644678658
1454274,1647252644678658
1454065,1647252456884422
1454053,1645285073132422
1454045,1638986095038022
1454025,1633649600204422
1454014,1630615043982022
1454012,1629704922012202
1454002,1624671989460202
1453989,1621750427838202
1453986,1621721871660177
1453986,1621721871660177
1453967,1621275615643395
1453909,1619614292479395
1453908,1617803792508363
1453823,1615805801733880
1453812,1615802697106840
1453711,1615800371439520
1453694,1617506409535520
1453685,1618277907018920
1453671,1619049404502320
1453664,1619111543178819
1453649,1622574272434819
1453632,1623009244944819
1453626,1628518341558313
1453589,1628607062251913
1453579,1630588298458698
1453574,1633302732250698
1453574,1633302732250698
1453563,1638351579103818
1453560,1639442699187018
1453560,1639442699187018
1453560,1639442699187018
1453556,1647935250501258
1453553,1650117490667658
1453552,1649118540768920
1453549,1658322684705446
1453549,1658322684705446
1453549,1658322684705446
1453548,1653284516996615
1453548,1653284516996615
1453546,1662720751924889
1453542,1663908619205489
1453541,1664559800721982
1453539,1644579802089281
1453535,1644677925583066
1453533,1640919123583066
1453531,1648156718361382
1453457,1649258610486982
1453455,1649288649011882
1453428,1649253969032968
1453402,1648454770414168
1453394,1649903136566618
1453391,1663120233417306
1453390,1672339423677306
1453385,1673261342703306
1453384,1674824902359028
1453370,1684018148099028
1453366,1684190425651081
1453360,1684531415496783
1453360,1684531415496783
1453320,1686976760487963
1453305,1686027622437963
1453173,1688034266033149
1453171,1687314150674415
1453171,1687314150674415
1453169,1679188714913234
1453167,1669198819352053
1453166,1671062647052053
1453166,1671062647052053
1453160,1652798035983274
1453157,1652851778148394
1453157,1652851778148394
1453157,1652851778148394
1453154,1642447324300962
1453154,1642447324300962
1453149,1634447958808713
1453120,1634403078967418
1453112,1634354119168760
1453069,1630937459440760
1453061,1630896659585154
1453046,1625577701948154
1453016,1625528742048145
1452997,1625492022344788
1452971,1625455302447837
1452943,1625416542786164
1452927,1625379823097932
1452924,1622980949255932
1452923,1619084858286679
1452914,1619050178417576
1452914,1619050178417576
1452912,1615006233030995
1452911,1613208036491477
1452909,1615009839592036
1452907,1612980739408936
1452904,1612979744751984
1452895,1611507652462284
1452875,1611468892618540
1452856,1611436252843246
1452780,1611397492924047
1452581,1611360773054134
1452509,1619084603854134
1452129,1617554603938284
1452109,1617442403947709
1452006,1617358764355569
1451918,1618807595568276
1451911,1618919673917967
1451908,1619152200002550
1451892,1619119560115281
1451867,1619082840461735
1451477,1619118659481335
1451430,1616829725298935
1450963,1617516966566935
1450375,1616833378733935
1450346,1616672222292956
1450105,1616472302313948
1449975,1618701124234896
1449908,1618660324373254
1449845,1618625644459171
1449548,1617897073045171
1449506,1619319739016718
1449485,1619548275012148
1449480,1619668458009745
1449395,1619629698161525
1449314,1619753240704586
1448544,1619745368882959
1448533,1609577447882959
1448467,1610263993546959
1448456,1611649347614959
1448392,1614420055750959
1448365,1614387415788087
1448329,1614336415913644
1448316,1614301736041272
1448284,1614258896161962
1448222,1614204678201747
1448209,1614507513268315
1448183,1614695862264657
1447375,1611814702552773
1447051,1611813682362425
1447016,1619755857162425
1446320,1619097792738425
1446111,1618766342514425
1445893,1618638857608199
1445821,1617200982988199
1445756,1610010903130199
1445721,1611340763178637
1445692,1611340666447560
1445690,1611829464470818
1445686,1618198212030818
1445683,1620246548732900
1445679,1626950493532900
1445676,1627299581346526
1445671,1633970837266526
1445667,1640642093186526
1445664,1647313349106526
1445661,1653984605026526
1445658,1660655860946526
1445607,1667327116866526
1445587,1666332890920126
1445582,1665164858809726
1445571,1660036903159726
1445545,1610086909326110
1445525,1611281029192910
1445470,1617951395772862
1445443,1617910545282862
1445311,1617861585300488
1445252,1617725221976852
1445245,1616497032836852
1445199,1616456232904670
1445050,1616417473270206
1445014,1616006125630206
1444963,1615963285830239
1444944,1619431467384839
1444904,1619394747551259
1444883,1619360067795059
1444715,1619211151168883
1444565,1619285190778327
1444547,1619467445941592
1444544,1619655796338136
1444485,1619531280960136
1444434,1619631339573687
1444400,1619811626016120
1444229,1621570182541989
1444210,1625896893615989
1444115,1626013001755155
1444020,1625993081204115
1443997,1626273774680114
1443979,1626466065538116
1443971,1626728718867096
1443961,1627089741067802
1443773,1626966328764722
1443431,1627002365288923
1443420,1627977698466203
1443407,1624016677611623
1443344,1624016677192472
1443341,1624666793367609
1443338,1624267216449477
1443332,1622600095809477
1443331,1629025374022677
1443319,1629322391600457
1443316,1628698511150457
1443299,1629124911326057
1443295,1630232193706457
1443287,1631154929023457
1443267,1631771989885010
1443260,1633075118777810
1443239,1633359424269965
1443236,1834945106357965
1443228,1835300107401176
1443220,1835238907625083
1443200,1835238708932301
1443099,1835183629106648
1443071,1835126509130873
1443039,1835067349414790
1443023,1835008189448354
1443020,1835264929819639
1443008,1835211889838114
1443002,1835546927509654
1442998,1833100474818599
1442998,1833100474818599
1442956,1833189997284149
1442934,1833132524634271
1442865,1833074868221023
1442841,1833044868225823
1442814,1832981628628560
1442775,1834127827416560
1442765,1835278779400560
1442765,1835278779400560
1442765,1835278779400560
1442762,1838548743327543
1442738,1838493663535776
1442733,1838094490522956
1442727,1837595549103672
1442720,1837542509211976
1442695,1836843796486456
1442662,1836786676625868
1442620,1836735676681289
1442620,1836735676681289
1442602,1836908966215117
1442587,1837137598254678
1442389,1837462596504048
1442385,1838538198640048
1442356,1840689402912048
1442034,1844101261681974
1441933,1845376402793052
1441926,1842049072257852
1441791,1840421579474652
1441775,1838774069770812
1441523,1838774552438758
1441478,1839141952745428
1441468,1847250057995029
1441406,1853817395205941
1441372,1856681733994780
1441247,1856681235662340
1441192,1856680237825807
1441190,1856680331614212
1441189,1856680233997709
1441189,1856680233997709
1441114,1856680230124215
1441108,1856680679775381
1440949,1856680211771107
1440944,1856680114111550
1440916,1856680016451993
1440916,1856680016451993
1440905,1855323827441695
1440898,1853166092513695
1440891,1851287280767695
1440876,1849676870699695
1440864,1849387190862365
1440834,1849354551322773
1440833,1849354680270120
1440833,1849354680270120
1440833,1849354680270120
1440833,1849354680270120
1440825,1849354880301987
1440803,1849353883413441
1440763,1855286687783818
1440758,1854988849280740
1440758,1854988849280740
1440635,1853445614383597
1440557,1853444617591529
1440557,1853444617591529
1440557,1853444617591529
1440503,1853441609750717
1440465,1853441112744563
1440465,1853441112744563
1440459,1853439434229335
1440330,1853438941420393
1440307,1853437944618512
1440305,1853437847044546
1440305,1853437847044546
1440263,1853437651896614
1440262,1853436655092710
1440257,1853435658288806
1440231,1853434661484902
1440080,1853433664901518
1440076,1853432571234961
1440076,1853432571234961
1440075,1853429580948431
1440074,1853427585455353
1439965,1853426588787926
1439887,1853320508792771
1439879,1856434368387771
1439764,1856433371522442
1439545,1856479435476003
1439512,1856479337818245
1439512,1856479337818245
1439512,1856479337818245
1439509,1856478613386451
1439467,1856478323613733
1439432,1855926596358661
1439429,1855925601900685
1439422,1854931143924685
1439367,1854931046330344
1439357,1854930948871560
1439341,1854767749050594
1439334,1854766752179256
1439321,1854613753145403
1439303,1854299593387755
1439257,1854140473488261
1439087,1851259694089395
1439073,1851027134112651
1439045,1851077208455370
1439028,1851111242690848
1439008,1850862364231711
1438993,1850776684242421
1438985,1850699164930019
1438969,1850619605893726
1438725,1850474336685983
1438715,1850473339993580
1438712,1850473092586969
1438703,1850474274923257
1438683,1850474065250017
1438550,1850473646606317
1438512,1850473483817010
1438512,1850473483817010
1438507,1851695022347624
1438504,1851570446381624
1438128,1853396533301624
1438115,1853641113262492
1438088,1853719239354844
1438031,1853823322299998
1438030,1853822326300158
1438030,1853822326300158
1438030,1853822326300158
1438025,1853822308300161
1438024,1853822302300162
1438015,1853822296300163
1438008,1854070999336035
1438004,1854133039090815
1438003,1854133033107041
1437993,1854133027123267
1437949,1854133021163978
1437949,1854133021163978
1437947,1854132478736310
1437946,1854132331337487
1437945,1854132237002241
1437940,1854131741742196
1437915,1854131635615044
1437880,1853394641500044
1437880,1853394641500044
1437876,1853394491014539
1437876,1853394491014539
1437804,1853394494085350
1437801,1853392797250272
1437759,1853394500259409
1437635,1853392799352289
1437597,1852233708480289
1437527,1851024470226289
1437497,1849877256850981
1437455,1834989019018981
1437438,1834831939024008
1437435,1834556541573600
1437422,1834515744462600
1437415,1834268907307111
1437405,1834017988444113
1437395,1833856830534799
1437364,1833820113204366
1437299,1834059674538174
1437292,1835272607131774
1437277,1836147318136774
1437260,1836440324171774
1437200,1826341124651774
1437200,1826341124651774
1437200,1826341124651774
1437155,1826341393589804
1437149,1825942062121004
1437146,1828984905395542
1437136,1827946813145542
1437136,1827946813145542
1437134,1827946941770542
1437037,1827947009145542
1437029,1829770266903542
1436965,1831593524661542
1436901,1830553642311542
1436824,1830553703411475
1436815,1830519023571634
1436796,1830615069278202
1436766,1830976155010063
1436745,1831070337333234
1436739,1831341029039106
1436728,1831702116338994
1436711,1831952946608374
1436632,1832107236827590
1436629,1832107295733989
1436627,1832107198115142
1436621,1832107002877448
1436498,1832106905734607
1436365,1829374763314607
1436362,1828724003398556
1436314,1826913352744556
1436260,1825645897286756
1436226,1825645812789726
1436104,1825576453350514
1435987,1825156833510514
1435965,1823054582910514
1435901,1820952393510514
1435807,1820531958690514
1435730,1818688585314514
1435718,1817848086954514
1435712,1813541613804514
1435700,1813213173825535
1435640,1628875836225535
1435602,1630668512889927
1435377,1630606979268327
1435167,1630599054653965
1435157,1629756630533965
1435067,1632073428149965
1435023,1632072443905617
1435021,1633130445955644
1435016,1634318324731644
1435007,1633979684929861
1434958,1637211646548469
1434893,1637422161057282
1434692,1638279324819282
1434585,1639392961147282
1434560,1640395591152442
1434533,1640549896602050
1434527,1643318257932050
1434520,1644427900760050
1434514,1646647186416050
1434505,1646807396647557
1434503,1648015162114227
1434479,1648786350517338
1434474,1649887474009338
1434456,1650118038257328
1434444,1650200088195910
1434440,1650268151657420
1434437,1652552988113588
1434433,1652875954311967
1434369,1653116708118967
1434327,1651736429073967
1434213,1650104205795967
1434207,1650099021947887
1434206,1647483037637887
1434002,1644145041658327
1433980,1668769406500327
1433533,1677083099300327
1433528,1677082111535642
1433525,1678587976975581
1433519,1678588478924035
1433515,1680094324286035
1433484,1680093335670676
1433134,1680485559725897
1433116,1688829260125897
1433091,1687819359145897
1433071,1686809458165897
1433065,1686746218166530
1433043,1686474898506068
1433011,1689477818468110
1433009,1689478897457999
1432688,1689477774427708
1432509,1689469172930908
1432353,1688417626574908
1432309,1688191186973035
1432293,1685562846856213
1432270,1685456766859820
1432230,1685095686872097
1432224,1685046727185395
1432215,1684767247194898
1432203,1684620369644193
1432191,1684332731378951
1432160,1684234813320736
1431968,1684357255203764
1431897,1678850341279364
1431601,1677733709890244
1431428,1677741790121956
1431405,1678049980855156
1431397,1678363128338554
1431351,1678985595134554
1431342,1677840265548898
1431319,1677190969359205
1431298,1677007369886781
1431230,1677041403849852
1431220,1677242317481848
1431184,1677340408219325
1431157,1678970296591325
1431136,1682810914925325
1431130,1682559997766854
1431085,1682315197872313
1431071,1681259756585113
1431063,1681176116587790
1430797,1680919077513599
1430781,1679141363450099
1430780,1668121343120099
1430768,1668120409318377
1430763,1668119366004222
1430723,1668118371738013
1430695,1668117374337225
1430674,1668116379834729
1430665,1668115531560575
1430455,1668114535008927
1430446,1668104935010463
1430310,1668115849593389
1430307,1668114854339822
1430301,1668113860138829
1430275,1668112865937836
1430272,1668286155123836
1430253,1668517207371836
1430231,1668517110704984
1430113,1668527610703304
1430092,1670294536591304
1430090,1670293991812193
1430084,1670293496558456
1430082,1670292501173586
1430079,1670750700494219
1430060,1670749705109349
1430033,1673164184421349
1430030,1673163689542715
1430022,1673162693440848
1430017,1676225670220527
1429996,1675977051952527
1429665,1675977071829965
1429400,1675927022141525
1429355,1675926027472048
1429345,1675926657275320
1429335,1675926001765792
1429241,1673353141015792
1429195,1673353748000597
1428939,1673352751914630
1428936,1662577570249061
1428936,1662577570249061
1428850,1652632326277832
1428837,1652216887417832
1428601,1651718664753018
1428570,1658246760923754
1428561,1658201881045474
1428550,1657546775029474
1428549,1657546664205472
1428538,1657254156204472
1428497,1657243856626972
1428489,1657207137028261
1428485,1653010935109261
1428479,1653240261278312
1428472,1650016997528312
1428468,1650092938759885
1428468,1650092938759885
1428455,1650147985476728
1428379,1650261727108764
1428372,1653352155224471
1428368,1653533884007664
1428333,1653613939332281
1428088,1653567019465453
1428082,1653566024650720
1428079,1653565029835987
1428074,1653564035021254
1428064,1653563040206521
1428050,1653562045391788
1428046,1653561050577055
1427910,1647077099997628
1427907,1647350016998085
1427877,1647299017149081
1427863,1647397161438358
1427842,1647667369591153
1427840,1647626569850004
1427683,1647878620820922
1427549,1647839861071615
1427141,1647597101241082
1426924,1653214467224915
1426793,1652863225492115
1426731,1652864399144623
1426520,1654291556523165
1426516,1654452252611165
1426420,1654733400107165
1425725,1654732403710131
1425690,1655599143957589
1425671,1655882775292356
1425666,1624401296392356
1425663,1626214021768818
1425659,1626305980005199
1425647,1626600754624942
1425628,1626963814516128
1425619,1627252762500194
1425603,1627523538623502
1425568,1627577308384145
1425558,1627663385037040
1425499,1627921127236498
1425264,1628376554906309
1425005,1623697385698469
1424671,1619593937734469
1424670,1619593093649789
1424332,1619592671607449
1424314,1619268311940163
1424298,1619013312115324
1424281,1618919473766184
1424280,1618346236767498
1424275,1622205859359498
1424197,1622001862326899
1423976,1622001767443187
1423830,1621844687455126
1423785,1621947535722886
1423725,1620441916799206
1423723,1620399079914409
